analysis	anchor_gene	candidate_gene	rank	distance	anchor_length_quintile	candidate_length_quintile	expansion_rule	selected_count	selected_prop
PRIMARY_K50	CHD7	ADAMTS9	2	0.110645300833431	5	5	PRIMARY_K50_50	220	0.022
PRIMARY_K50	CHD7	DOCK11	3	0.1319118575068708	5	5	PRIMARY_K50_50	232	0.0232
PRIMARY_K50	CHD7	SLC25A13	4	0.14306702309713065	5	5	PRIMARY_K50_50	190	0.019
PRIMARY_K50	CHD7	GNG2	5	0.14789802258125892	5	5	PRIMARY_K50_50	229	0.0229
PRIMARY_K50	CHD7	BTRC	6	0.15784324868821084	5	5	PRIMARY_K50_50	201	0.0201
PRIMARY_K50	CHD7	SH3GL2	7	0.15980275507110786	5	5	PRIMARY_K50_50	168	0.0168
PRIMARY_K50	CHD7	PRLR	8	0.16406142363778023	5	5	PRIMARY_K50_50	169	0.0169
PRIMARY_K50	CHD7	FSHR	9	0.1672949839437461	5	5	PRIMARY_K50_50	203	0.0203
PRIMARY_K50	CHD7	CDKL5	10	0.17017248908201044	5	5	PRIMARY_K50_50	181	0.0181
PRIMARY_K50	CHD7	SETD2	11	0.17061964038015437	5	5	PRIMARY_K50_50	226	0.0226
PRIMARY_K50	CHD7	GIGYF2	12	0.1717760124160432	5	5	PRIMARY_K50_50	222	0.0222
PRIMARY_K50	CHD7	FIRRM	13	0.17302001839303152	5	5	PRIMARY_K50_50	179	0.0179
PRIMARY_K50	CHD7	TAB2	14	0.17754372348154734	5	5	PRIMARY_K50_50	197	0.0197
PRIMARY_K50	CHD7	GTF2F2	15	0.1882064852607562	5	5	PRIMARY_K50_50	199	0.0199
PRIMARY_K50	CHD7	UGT1A1	16	0.1910671056544231	5	5	PRIMARY_K50_50	204	0.0204
PRIMARY_K50	CHD7	AP2B1	17	0.19258641117166825	5	5	PRIMARY_K50_50	196	0.0196
PRIMARY_K50	CHD7	NPSR1	18	0.19658606322396546	5	5	PRIMARY_K50_50	175	0.0175
PRIMARY_K50	CHD7	SULF1	19	0.19700645922950144	5	5	PRIMARY_K50_50	196	0.0196
PRIMARY_K50	CHD7	TAOK1	20	0.19938935291878276	5	5	PRIMARY_K50_50	217	0.0217
PRIMARY_K50	CHD7	MCU	21	0.20023018242555832	5	5	PRIMARY_K50_50	202	0.0202
PRIMARY_K50	CHD7	DYRK1A	22	0.20176566155666462	5	5	PRIMARY_K50_50	213	0.0213
PRIMARY_K50	CHD7	CLNK	23	0.20229937988813487	5	5	PRIMARY_K50_50	189	0.0189
PRIMARY_K50	CHD7	SHTN1	24	0.2103039558741242	5	5	PRIMARY_K50_50	206	0.0206
PRIMARY_K50	CHD7	SMARCA2	25	0.21763749429047052	5	5	PRIMARY_K50_50	213	0.0213
PRIMARY_K50	CHD7	GRHL2	26	0.2193465659687264	5	5	PRIMARY_K50_50	206	0.0206
PRIMARY_K50	CHD7	PPM1E	27	0.2207146691844034	5	5	PRIMARY_K50_50	193	0.0193
PRIMARY_K50	CHD7	PDE8B	28	0.22139442564696743	5	5	PRIMARY_K50_50	205	0.0205
PRIMARY_K50	CHD7	CDKL3	29	0.22670602855503333	5	5	PRIMARY_K50_50	225	0.0225
PRIMARY_K50	CHD7	PBRM1	30	0.22899091996021656	5	5	PRIMARY_K50_50	219	0.0219
PRIMARY_K50	CHD7	HUWE1	31	0.22910912149407822	5	5	PRIMARY_K50_50	211	0.0211
PRIMARY_K50	CHD7	RYK	32	0.23305643129109702	5	5	PRIMARY_K50_50	203	0.0203
PRIMARY_K50	CHD7	UBR5	33	0.23308201880224588	5	5	PRIMARY_K50_50	192	0.0192
PRIMARY_K50	CHD7	MAP2K5	34	0.23344044030881045	5	5	PRIMARY_K50_50	196	0.0196
PRIMARY_K50	CHD7	SLC39A8	35	0.23351315960580746	5	5	PRIMARY_K50_50	182	0.0182
PRIMARY_K50	CHD7	CPEB3	36	0.2345068001789288	5	5	PRIMARY_K50_50	168	0.0168
PRIMARY_K50	CHD7	ARFGEF1	37	0.2401764192666764	5	5	PRIMARY_K50_50	194	0.0194
PRIMARY_K50	CHD7	PIP4K2A	38	0.24276231222805225	5	5	PRIMARY_K50_50	190	0.019
PRIMARY_K50	CHD7	MAP3K20	39	0.24281829680910913	5	5	PRIMARY_K50_50	212	0.0212
PRIMARY_K50	CHD7	KIF2A	40	0.2438041581488767	5	5	PRIMARY_K50_50	189	0.0189
PRIMARY_K50	CHD7	MTMR3	41	0.2438186152409813	5	5	PRIMARY_K50_50	205	0.0205
PRIMARY_K50	CHD7	AGO3	42	0.24425047284060747	5	5	PRIMARY_K50_50	231	0.0231
PRIMARY_K50	CHD7	SMARCC1	43	0.24568880315745661	5	5	PRIMARY_K50_50	213	0.0213
PRIMARY_K50	CHD7	TJP1	44	0.24799694634130456	5	5	PRIMARY_K50_50	208	0.0208
PRIMARY_K50	CHD7	PARN	45	0.25007883465234426	5	5	PRIMARY_K50_50	180	0.018
PRIMARY_K50	CHD7	PIK3C2A	46	0.25208190692534344	5	5	PRIMARY_K50_50	189	0.0189
PRIMARY_K50	CHD7	CD226	47	0.25318794259612415	5	5	PRIMARY_K50_50	184	0.0184
PRIMARY_K50	CHD7	OPRM1	48	0.25628906648841837	5	5	PRIMARY_K50_50	210	0.021
PRIMARY_K50	CHD7	POLD3	49	0.25780045736467083	5	5	PRIMARY_K50_50	187	0.0187
PRIMARY_K50	CHD7	HTR4	50	0.2591175143053631	5	5	PRIMARY_K50_50	187	0.0187
PRIMARY_K50	CORO1A	PNPLA2	1	0.04990864804015046	1	1	PRIMARY_K50_50	194	0.0194
PRIMARY_K50	CORO1A	CORO1B	2	0.09820389743749937	1	1	PRIMARY_K50_50	206	0.0206
PRIMARY_K50	CORO1A	MAPK11	3	0.14754720000581945	1	1	PRIMARY_K50_50	209	0.0209
PRIMARY_K50	CORO1A	CDT1	4	0.14799992347621072	1	1	PRIMARY_K50_50	200	0.02
PRIMARY_K50	CORO1A	NLRP6	5	0.15048549217996354	1	1	PRIMARY_K50_50	209	0.0209
PRIMARY_K50	CORO1A	MAPK15	6	0.20921495988450756	1	1	PRIMARY_K50_50	211	0.0211
PRIMARY_K50	CORO1A	GNB2	7	0.22800932619467973	1	1	PRIMARY_K50_50	197	0.0197
PRIMARY_K50	CORO1A	VPS28	8	0.23248749801873997	1	1	PRIMARY_K50_50	195	0.0195
PRIMARY_K50	CORO1A	CENPX	9	0.23373795951597337	1	1	PRIMARY_K50_50	205	0.0205
PRIMARY_K50	CORO1A	ADM2	10	0.2559657518749692	1	1	PRIMARY_K50_50	215	0.0215
PRIMARY_K50	CORO1A	AVPR2	11	0.27992285598039446	1	1	PRIMARY_K50_50	173	0.0173
PRIMARY_K50	CORO1A	VPS37D	12	0.2847212683364255	1	1	PRIMARY_K50_50	197	0.0197
PRIMARY_K50	CORO1A	ACHE	13	0.2952586381324433	1	1	PRIMARY_K50_50	205	0.0205
PRIMARY_K50	CORO1A	CYP2D6	14	0.3236887261714765	1	1	PRIMARY_K50_50	208	0.0208
PRIMARY_K50	CORO1A	CLDN5	15	0.32664012069945164	1	1	PRIMARY_K50_50	209	0.0209
PRIMARY_K50	CORO1A	FSTL3	16	0.3273021313895413	1	1	PRIMARY_K50_50	203	0.0203
PRIMARY_K50	CORO1A	GPIHBP1	17	0.32988980561615205	1	1	PRIMARY_K50_50	202	0.0202
PRIMARY_K50	CORO1A	PRAP1	18	0.3310310520965365	1	1	PRIMARY_K50_50	202	0.0202
PRIMARY_K50	CORO1A	CBX4	19	0.336102897612969	1	1	PRIMARY_K50_50	170	0.017
PRIMARY_K50	CORO1A	RILP	20	0.35374967775341903	1	1	PRIMARY_K50_50	187	0.0187
PRIMARY_K50	CORO1A	GNAT1	21	0.3586706508116918	1	1	PRIMARY_K50_50	198	0.0198
PRIMARY_K50	CORO1A	NKX2-1	22	0.3780498445199048	1	1	PRIMARY_K50_50	207	0.0207
PRIMARY_K50	CORO1A	TYMP	23	0.3791171450126163	1	1	PRIMARY_K50_50	210	0.021
PRIMARY_K50	CORO1A	SOX12	24	0.3989802200976756	1	1	PRIMARY_K50_50	199	0.0199
PRIMARY_K50	CORO1A	GAS2L1	25	0.39961072483144994	1	1	PRIMARY_K50_50	188	0.0188
PRIMARY_K50	CORO1A	IRX3	26	0.40275263986044485	1	1	PRIMARY_K50_50	182	0.0182
PRIMARY_K50	CORO1A	KCNJ11	27	0.403558884547371	1	1	PRIMARY_K50_50	195	0.0195
PRIMARY_K50	CORO1A	ARC	28	0.40542970930716893	1	1	PRIMARY_K50_50	190	0.019
PRIMARY_K50	CORO1A	FOXA2	29	0.41305212679236203	1	1	PRIMARY_K50_50	211	0.0211
PRIMARY_K50	CORO1A	MRGPRE	30	0.42608355225567063	1	1	PRIMARY_K50_50	230	0.023
PRIMARY_K50	CORO1A	ZNF703	31	0.442955083513059	1	1	PRIMARY_K50_50	213	0.0213
PRIMARY_K50	CORO1A	CPTP	32	0.4478630742976267	1	1	PRIMARY_K50_50	194	0.0194
PRIMARY_K50	CORO1A	HOXD11	33	0.4504838937482725	1	1	PRIMARY_K50_50	178	0.0178
PRIMARY_K50	CORO1A	ADRM1	34	0.455403872374194	1	1	PRIMARY_K50_50	185	0.0185
PRIMARY_K50	CORO1A	IL11	35	0.4600127078210176	1	1	PRIMARY_K50_50	222	0.0222
PRIMARY_K50	CORO1A	WDR24	36	0.46161387205847143	1	1	PRIMARY_K50_50	205	0.0205
PRIMARY_K50	CORO1A	MLST8	37	0.461969188824984	1	1	PRIMARY_K50_50	199	0.0199
PRIMARY_K50	CORO1A	ENDOG	38	0.46576427503263174	1	1	PRIMARY_K50_50	201	0.0201
PRIMARY_K50	CORO1A	FXYD1	39	0.48890838923147517	1	1	PRIMARY_K50_50	188	0.0188
PRIMARY_K50	CORO1A	KLF2	40	0.49747932996994165	1	1	PRIMARY_K50_50	167	0.0167
PRIMARY_K50	CORO1A	MUC1	41	0.4987499724855531	1	1	PRIMARY_K50_50	197	0.0197
PRIMARY_K50	CORO1A	PRRT2	42	0.49885656132753486	1	1	PRIMARY_K50_50	216	0.0216
PRIMARY_K50	CORO1A	P2RX2	43	0.510837745093431	1	1	PRIMARY_K50_50	203	0.0203
PRIMARY_K50	CORO1A	FGF17	44	0.5110132767617763	1	1	PRIMARY_K50_50	171	0.0171
PRIMARY_K50	CORO1A	FOXL2	45	0.5177565032414378	1	1	PRIMARY_K50_50	212	0.0212
PRIMARY_K50	CORO1A	ATP5F1D	46	0.5198152633427149	1	1	PRIMARY_K50_50	222	0.0222
PRIMARY_K50	CORO1A	CYP2W1	47	0.5201144840101113	1	1	PRIMARY_K50_50	185	0.0185
PRIMARY_K50	CORO1A	IRF7	48	0.5253878559012406	1	1	PRIMARY_K50_50	216	0.0216
PRIMARY_K50	CORO1A	ACD	49	0.5286008789368537	1	1	PRIMARY_K50_50	195	0.0195
PRIMARY_K50	CORO1A	SLC32A1	50	0.5316144254178329	1	1	PRIMARY_K50_50	224	0.0224
PRIMARY_K50	DOCK8	CACNB4	1	0.04427689843706427	5	5	PRIMARY_K50_50	210	0.021
PRIMARY_K50	DOCK8	COMMD1	2	0.09010175923339463	5	5	PRIMARY_K50_50	195	0.0195
PRIMARY_K50	DOCK8	PDE8B	3	0.09356278729774994	5	5	PRIMARY_K50_50	206	0.0206
PRIMARY_K50	DOCK8	CPEB3	4	0.09555619746474647	5	5	PRIMARY_K50_50	197	0.0197
PRIMARY_K50	DOCK8	STIM1	5	0.13534129430956499	5	5	PRIMARY_K50_50	197	0.0197
PRIMARY_K50	DOCK8	SRPK2	6	0.14956616546267845	5	5	PRIMARY_K50_50	206	0.0206
PRIMARY_K50	DOCK8	BMPER	7	0.15549619146561394	5	5	PRIMARY_K50_50	206	0.0206
PRIMARY_K50	DOCK8	CLNK	8	0.15585313173763385	5	5	PRIMARY_K50_50	198	0.0198
PRIMARY_K50	DOCK8	DOCK5	9	0.1559563517310448	5	5	PRIMARY_K50_50	200	0.02
PRIMARY_K50	DOCK8	ITSN1	10	0.15951312224593892	5	5	PRIMARY_K50_50	216	0.0216
PRIMARY_K50	DOCK8	PARN	11	0.16876829734938165	5	5	PRIMARY_K50_50	210	0.021
PRIMARY_K50	DOCK8	TNRC6B	12	0.17623417453995563	5	5	PRIMARY_K50_50	206	0.0206
PRIMARY_K50	DOCK8	GAB2	13	0.18596745682742422	5	5	PRIMARY_K50_50	204	0.0204
PRIMARY_K50	DOCK8	ABCC4	14	0.19335458425064397	5	5	PRIMARY_K50_50	199	0.0199
PRIMARY_K50	DOCK8	KIF5C	15	0.2014230161928139	5	5	PRIMARY_K50_50	201	0.0201
PRIMARY_K50	DOCK8	TJP1	16	0.20589199167859923	5	5	PRIMARY_K50_50	205	0.0205
PRIMARY_K50	DOCK8	ZNF365	17	0.20878963164122033	5	5	PRIMARY_K50_50	181	0.0181
PRIMARY_K50	DOCK8	SPTBN1	18	0.21177595711444042	5	5	PRIMARY_K50_50	212	0.0212
PRIMARY_K50	DOCK8	NSMCE2	19	0.21251329747005968	5	5	PRIMARY_K50_50	221	0.0221
PRIMARY_K50	DOCK8	KIF13A	20	0.22163224683540012	5	5	PRIMARY_K50_50	184	0.0184
PRIMARY_K50	DOCK8	KIF16B	21	0.22471367235240441	5	5	PRIMARY_K50_50	195	0.0195
PRIMARY_K50	DOCK8	MAPKAP1	22	0.22840350863608566	5	5	PRIMARY_K50_50	201	0.0201
PRIMARY_K50	DOCK8	PIP4K2A	23	0.2344735740133777	5	5	PRIMARY_K50_50	202	0.0202
PRIMARY_K50	DOCK8	ARHGAP44	24	0.23838580306575705	5	5	PRIMARY_K50_50	192	0.0192
PRIMARY_K50	DOCK8	UNC13B	25	0.24087811729142516	5	5	PRIMARY_K50_50	189	0.0189
PRIMARY_K50	DOCK8	CDKL5	26	0.24219671852434782	5	5	PRIMARY_K50_50	177	0.0177
PRIMARY_K50	DOCK8	ATG7	27	0.2433405565656414	5	5	PRIMARY_K50_50	218	0.0218
PRIMARY_K50	DOCK8	KANK1	28	0.24622621210281367	5	5	PRIMARY_K50_50	192	0.0192
PRIMARY_K50	DOCK8	SLC24A2	29	0.246426328974546	5	5	PRIMARY_K50_50	221	0.0221
PRIMARY_K50	DOCK8	POLD3	30	0.24847237533257346	5	5	PRIMARY_K50_50	190	0.019
PRIMARY_K50	DOCK8	SMARCC1	31	0.25119903251911047	5	5	PRIMARY_K50_50	193	0.0193
PRIMARY_K50	DOCK8	SPIRE1	32	0.25149000384600206	5	5	PRIMARY_K50_50	215	0.0215
PRIMARY_K50	DOCK8	SASH1	33	0.2515239675760903	5	5	PRIMARY_K50_50	189	0.0189
PRIMARY_K50	DOCK8	TRPC5	34	0.2552239971420712	5	5	PRIMARY_K50_50	203	0.0203
PRIMARY_K50	DOCK8	MAP2K5	35	0.2565128606610342	5	5	PRIMARY_K50_50	203	0.0203
PRIMARY_K50	DOCK8	UPP2	36	0.26076846954994964	5	5	PRIMARY_K50_50	204	0.0204
PRIMARY_K50	DOCK8	PLCE1	37	0.260894768344953	5	5	PRIMARY_K50_50	222	0.0222
PRIMARY_K50	DOCK8	BASP1	38	0.2639338261142466	5	5	PRIMARY_K50_50	203	0.0203
PRIMARY_K50	DOCK8	MTHFD1L	39	0.26413768195299486	5	5	PRIMARY_K50_50	190	0.019
PRIMARY_K50	DOCK8	NPSR1	40	0.26648378855902966	5	5	PRIMARY_K50_50	170	0.017
PRIMARY_K50	DOCK8	PPM1E	41	0.2686030042278719	5	5	PRIMARY_K50_50	185	0.0185
PRIMARY_K50	DOCK8	GRHL2	42	0.26993466267594585	5	5	PRIMARY_K50_50	202	0.0202
PRIMARY_K50	DOCK8	RYK	43	0.2783085684422237	5	5	PRIMARY_K50_50	211	0.0211
PRIMARY_K50	DOCK8	NOS1AP	44	0.2788541233741391	5	5	PRIMARY_K50_50	192	0.0192
PRIMARY_K50	DOCK8	WWTR1	45	0.2829398954332746	5	5	PRIMARY_K50_50	189	0.0189
PRIMARY_K50	DOCK8	CDKL3	46	0.28539150057980267	5	5	PRIMARY_K50_50	200	0.02
PRIMARY_K50	DOCK8	PRKCH	47	0.28705927455810587	5	5	PRIMARY_K50_50	212	0.0212
PRIMARY_K50	DOCK8	SVIL	48	0.28711974756024683	5	5	PRIMARY_K50_50	178	0.0178
PRIMARY_K50	DOCK8	SLC1A2	49	0.2911163124227534	5	5	PRIMARY_K50_50	188	0.0188
PRIMARY_K50	DOCK8	TMEM108	50	0.29129043789076725	5	5	PRIMARY_K50_50	220	0.022
PRIMARY_K50	ERBIN	NLK	1	0.04897138151082643	5	5	PRIMARY_K50_50	200	0.02
PRIMARY_K50	ERBIN	SMCHD1	2	0.06562600438211447	5	5	PRIMARY_K50_50	208	0.0208
PRIMARY_K50	ERBIN	RIC1	3	0.06653437728996496	5	5	PRIMARY_K50_50	219	0.0219
PRIMARY_K50	ERBIN	CHRM2	4	0.08270551290037624	5	5	PRIMARY_K50_50	180	0.018
PRIMARY_K50	ERBIN	LIN7A	5	0.08616297583212983	5	5	PRIMARY_K50_50	182	0.0182
PRIMARY_K50	ERBIN	CNOT4	6	0.08674200429608	5	5	PRIMARY_K50_50	193	0.0193
PRIMARY_K50	ERBIN	ATP2C1	7	0.09044714917750607	5	5	PRIMARY_K50_50	214	0.0214
PRIMARY_K50	ERBIN	ANKRD31	8	0.09499611968539169	5	5	PRIMARY_K50_50	214	0.0214
PRIMARY_K50	ERBIN	STIM2	9	0.11175251864325401	5	5	PRIMARY_K50_50	227	0.0227
PRIMARY_K50	ERBIN	SMC6	10	0.11571101106459318	5	5	PRIMARY_K50_50	197	0.0197
PRIMARY_K50	ERBIN	ANAPC10	11	0.11783756813681517	5	5	PRIMARY_K50_50	202	0.0202
PRIMARY_K50	ERBIN	EYA1	12	0.11825866263260991	5	5	PRIMARY_K50_50	202	0.0202
PRIMARY_K50	ERBIN	HOMER1	13	0.1258880265418623	5	5	PRIMARY_K50_50	209	0.0209
PRIMARY_K50	ERBIN	KYNU	14	0.12711814974460361	5	5	PRIMARY_K50_50	193	0.0193
PRIMARY_K50	ERBIN	EPS15	15	0.1278042900958931	5	5	PRIMARY_K50_50	177	0.0177
PRIMARY_K50	ERBIN	ZDHHC15	16	0.14246641345678843	5	5	PRIMARY_K50_50	184	0.0184
PRIMARY_K50	ERBIN	ITGA1	17	0.14361307917396204	5	5	PRIMARY_K50_50	222	0.0222
PRIMARY_K50	ERBIN	HSD17B4	18	0.14673712067387312	5	5	PRIMARY_K50_50	191	0.0191
PRIMARY_K50	ERBIN	FNIP1	19	0.14987015763762682	5	5	PRIMARY_K50_50	223	0.0223
PRIMARY_K50	ERBIN	ADAM23	20	0.15540638031331874	5	5	PRIMARY_K50_50	208	0.0208
PRIMARY_K50	ERBIN	RAB27B	21	0.1557735128135708	5	5	PRIMARY_K50_50	175	0.0175
PRIMARY_K50	ERBIN	KIF21A	22	0.15635096788630723	5	5	PRIMARY_K50_50	197	0.0197
PRIMARY_K50	ERBIN	ATF6	23	0.1601656841000497	5	5	PRIMARY_K50_50	182	0.0182
PRIMARY_K50	ERBIN	MAP2K4	24	0.16227827715632115	5	5	PRIMARY_K50_50	215	0.0215
PRIMARY_K50	ERBIN	EIF3H	25	0.16331953607574826	5	5	PRIMARY_K50_50	233	0.0233
PRIMARY_K50	ERBIN	AGTPBP1	26	0.1704744985015152	5	5	PRIMARY_K50_50	196	0.0196
PRIMARY_K50	ERBIN	SPEF2	27	0.1706881791775118	5	5	PRIMARY_K50_50	197	0.0197
PRIMARY_K50	ERBIN	TBL1XR1	28	0.17259710453632768	5	5	PRIMARY_K50_50	180	0.018
PRIMARY_K50	ERBIN	RB1CC1	29	0.17414249844277876	5	5	PRIMARY_K50_50	194	0.0194
PRIMARY_K50	ERBIN	ZEB2	30	0.17672894034844377	5	5	PRIMARY_K50_50	193	0.0193
PRIMARY_K50	ERBIN	PDE5A	31	0.17847347027654298	5	5	PRIMARY_K50_50	199	0.0199
PRIMARY_K50	ERBIN	LIN28B	32	0.17928528400934876	5	5	PRIMARY_K50_50	197	0.0197
PRIMARY_K50	ERBIN	ANKRD17	33	0.1800420000623092	5	5	PRIMARY_K50_50	202	0.0202
PRIMARY_K50	ERBIN	RORB	34	0.18093333321931906	5	5	PRIMARY_K50_50	226	0.0226
PRIMARY_K50	ERBIN	GLRA2	35	0.1830099864525045	5	5	PRIMARY_K50_50	227	0.0227
PRIMARY_K50	ERBIN	PHKA1	36	0.1831902524149458	5	5	PRIMARY_K50_50	178	0.0178
PRIMARY_K50	ERBIN	TMEM64	37	0.1837174006709516	5	5	PRIMARY_K50_50	180	0.018
PRIMARY_K50	ERBIN	RAB3GAP2	38	0.18449378589113372	5	5	PRIMARY_K50_50	209	0.0209
PRIMARY_K50	ERBIN	C14orf39	39	0.18524284210958286	5	5	PRIMARY_K50_50	207	0.0207
PRIMARY_K50	ERBIN	STK33	40	0.18728353334572745	5	5	PRIMARY_K50_50	185	0.0185
PRIMARY_K50	ERBIN	NFAT5	41	0.18883887924917975	5	5	PRIMARY_K50_50	185	0.0185
PRIMARY_K50	ERBIN	ADD3	42	0.18971335073205908	5	5	PRIMARY_K50_50	190	0.019
PRIMARY_K50	ERBIN	SLC38A9	43	0.19322445549273512	5	5	PRIMARY_K50_50	180	0.018
PRIMARY_K50	ERBIN	GOLGA4	44	0.1944932390746942	5	5	PRIMARY_K50_50	196	0.0196
PRIMARY_K50	ERBIN	NECTIN3	45	0.19823121278809536	5	5	PRIMARY_K50_50	190	0.019
PRIMARY_K50	ERBIN	AFDN	46	0.19986282495149216	5	5	PRIMARY_K50_50	223	0.0223
PRIMARY_K50	ERBIN	RPS6KA3	47	0.2013114387885453	5	5	PRIMARY_K50_50	187	0.0187
PRIMARY_K50	ERBIN	MUSK	48	0.20207644428682958	5	5	PRIMARY_K50_50	210	0.021
PRIMARY_K50	ERBIN	PAN3	49	0.20243266630033452	5	5	PRIMARY_K50_50	221	0.0221
PRIMARY_K50	ERBIN	SLC26A7	50	0.20840184440499632	5	5	PRIMARY_K50_50	201	0.0201
PRIMARY_K50	KDM6A	IPO11	1	0.048742707760331044	5	5	PRIMARY_K50_50	185	0.0185
PRIMARY_K50	KDM6A	GALK2	2	0.08143234579611888	5	5	PRIMARY_K50_50	201	0.0201
PRIMARY_K50	KDM6A	TLK1	3	0.10040467774180793	5	5	PRIMARY_K50_50	192	0.0192
PRIMARY_K50	KDM6A	EPB41L2	4	0.10697511132624268	5	5	PRIMARY_K50_50	192	0.0192
PRIMARY_K50	KDM6A	TMCC1	5	0.11185015459607249	5	5	PRIMARY_K50_50	193	0.0193
PRIMARY_K50	KDM6A	TPH2	6	0.1163811920894784	5	5	PRIMARY_K50_50	212	0.0212
PRIMARY_K50	KDM6A	CDH20	7	0.11967525479024645	5	5	PRIMARY_K50_50	209	0.0209
PRIMARY_K50	KDM6A	ZSWIM6	8	0.12032560565294327	5	5	PRIMARY_K50_50	184	0.0184
PRIMARY_K50	KDM6A	FHIP1A	9	0.12354119510114794	5	5	PRIMARY_K50_50	195	0.0195
PRIMARY_K50	KDM6A	INVS	10	0.1251292072565377	5	5	PRIMARY_K50_50	216	0.0216
PRIMARY_K50	KDM6A	VEPH1	11	0.12687704253516607	5	5	PRIMARY_K50_50	188	0.0188
PRIMARY_K50	KDM6A	MRPL33	12	0.13385268724773408	5	5	PRIMARY_K50_50	193	0.0193
PRIMARY_K50	KDM6A	CDIN1	13	0.13560002972328283	5	5	PRIMARY_K50_50	190	0.019
PRIMARY_K50	KDM6A	RAB3C	14	0.1521452513464123	5	5	PRIMARY_K50_50	203	0.0203
PRIMARY_K50	KDM6A	FAAH2	15	0.15304331289437562	5	5	PRIMARY_K50_50	228	0.0228
PRIMARY_K50	KDM6A	RTN1	16	0.15423090950513998	5	5	PRIMARY_K50_50	218	0.0218
PRIMARY_K50	KDM6A	KMT2C	17	0.15491213826431247	5	5	PRIMARY_K50_50	203	0.0203
PRIMARY_K50	KDM6A	FAR2	18	0.15523756715580198	5	5	PRIMARY_K50_50	187	0.0187
PRIMARY_K50	KDM6A	PKIB	19	0.1587980318619745	5	5	PRIMARY_K50_50	204	0.0204
PRIMARY_K50	KDM6A	RGS5	20	0.15903826026816728	5	5	PRIMARY_K50_50	193	0.0193
PRIMARY_K50	KDM6A	PHLPP1	21	0.1710464923806241	5	5	PRIMARY_K50_50	225	0.0225
PRIMARY_K50	KDM6A	PLPPR1	22	0.17342966767314502	5	5	PRIMARY_K50_50	186	0.0186
PRIMARY_K50	KDM6A	MTERF1	23	0.17986275693982368	5	5	PRIMARY_K50_50	208	0.0208
PRIMARY_K50	KDM6A	CHCHD3	24	0.18094605232374963	5	5	PRIMARY_K50_50	168	0.0168
PRIMARY_K50	KDM6A	PBX3	25	0.1826754792484779	5	5	PRIMARY_K50_50	213	0.0213
PRIMARY_K50	KDM6A	HS2ST1	26	0.1849817143307509	5	5	PRIMARY_K50_50	192	0.0192
PRIMARY_K50	KDM6A	RSPO2	27	0.19756200851863295	5	5	PRIMARY_K50_50	177	0.0177
PRIMARY_K50	KDM6A	WWC2	28	0.1983557761361436	5	5	PRIMARY_K50_50	186	0.0186
PRIMARY_K50	KDM6A	RERG	29	0.19912851272682974	5	5	PRIMARY_K50_50	230	0.023
PRIMARY_K50	KDM6A	AIG1	30	0.19996825703581694	5	5	PRIMARY_K50_50	212	0.0212
PRIMARY_K50	KDM6A	COL14A1	31	0.20081873453277607	5	5	PRIMARY_K50_50	224	0.0224
PRIMARY_K50	KDM6A	PREX2	32	0.2056027670530489	5	5	PRIMARY_K50_50	186	0.0186
PRIMARY_K50	KDM6A	COL28A1	33	0.2090545574593543	5	5	PRIMARY_K50_50	198	0.0198
PRIMARY_K50	KDM6A	LMO7	34	0.20980393366153066	5	5	PRIMARY_K50_50	201	0.0201
PRIMARY_K50	KDM6A	PTPN4	35	0.21237893418989365	5	5	PRIMARY_K50_50	200	0.02
PRIMARY_K50	KDM6A	MCTP2	36	0.2125128968506362	5	5	PRIMARY_K50_50	222	0.0222
PRIMARY_K50	KDM6A	USP32	37	0.214202340418003	5	5	PRIMARY_K50_50	190	0.019
PRIMARY_K50	KDM6A	ATP11C	38	0.2146577855306276	5	5	PRIMARY_K50_50	204	0.0204
PRIMARY_K50	KDM6A	SENP7	39	0.21871728189373532	5	5	PRIMARY_K50_50	196	0.0196
PRIMARY_K50	KDM6A	NYAP2	40	0.21987668870734536	5	5	PRIMARY_K50_50	219	0.0219
PRIMARY_K50	KDM6A	CALD1	41	0.2211724310844748	5	5	PRIMARY_K50_50	203	0.0203
PRIMARY_K50	KDM6A	FRY	42	0.22494258961797167	5	5	PRIMARY_K50_50	202	0.0202
PRIMARY_K50	KDM6A	COPG2	43	0.2261937033166603	5	5	PRIMARY_K50_50	195	0.0195
PRIMARY_K50	KDM6A	DNAJC1	44	0.23120100919640668	5	5	PRIMARY_K50_50	195	0.0195
PRIMARY_K50	KDM6A	CCDC141	45	0.23569662450572135	5	5	PRIMARY_K50_50	192	0.0192
PRIMARY_K50	KDM6A	ACAP2	46	0.23758698463516137	5	5	PRIMARY_K50_50	185	0.0185
PRIMARY_K50	KDM6A	MYO1B	47	0.23979883474870375	5	5	PRIMARY_K50_50	182	0.0182
PRIMARY_K50	KDM6A	CLCN5	48	0.24139332290197493	5	5	PRIMARY_K50_50	212	0.0212
PRIMARY_K50	KDM6A	CAST	49	0.24169002773993667	5	5	PRIMARY_K50_50	198	0.0198
PRIMARY_K50	KDM6A	KHDRBS3	50	0.24405364647731806	5	5	PRIMARY_K50_50	213	0.0213
PRIMARY_K50	KMT2A	ULK2	1	0.06637803579401588	5	5	PRIMARY_K50_50	226	0.0226
