analysis	anchor_gene	candidate_gene	rank	distance	anchor_length_quintile	candidate_length_quintile	expansion_rule	selected_count	selected_prop
PRIMARY_K50	KMT2A	KNTC1	2	0.06684254657296809	5	5	PRIMARY_K50_50	205	0.0205
PRIMARY_K50	KMT2A	SHLD2	3	0.12168763293929748	5	5	PRIMARY_K50_50	210	0.021
PRIMARY_K50	KMT2A	RAB10	4	0.12901683751290585	5	5	PRIMARY_K50_50	220	0.022
PRIMARY_K50	KMT2A	INPP5F	5	0.1390450821049784	5	5	PRIMARY_K50_50	209	0.0209
PRIMARY_K50	KMT2A	NUP153	6	0.15296949077955063	5	5	PRIMARY_K50_50	189	0.0189
PRIMARY_K50	KMT2A	YES1	7	0.15749976761671355	5	5	PRIMARY_K50_50	256	0.0256
PRIMARY_K50	KMT2A	CKAP5	8	0.15835896386880025	5	5	PRIMARY_K50_50	210	0.021
PRIMARY_K50	KMT2A	SCN10A	9	0.16233842935138035	5	5	PRIMARY_K50_50	186	0.0186
PRIMARY_K50	KMT2A	MYOCD	10	0.16701376458257267	5	5	PRIMARY_K50_50	205	0.0205
PRIMARY_K50	KMT2A	SLC22A2	11	0.1682424214912558	5	5	PRIMARY_K50_50	196	0.0196
PRIMARY_K50	KMT2A	CD44	12	0.172950003271407	5	5	PRIMARY_K50_50	201	0.0201
PRIMARY_K50	KMT2A	TP53BP1	13	0.17374855763745034	5	5	PRIMARY_K50_50	194	0.0194
PRIMARY_K50	KMT2A	IL1R1	14	0.17865490867621342	5	5	PRIMARY_K50_50	206	0.0206
PRIMARY_K50	KMT2A	NUP214	15	0.18257546078384787	5	5	PRIMARY_K50_50	212	0.0212
PRIMARY_K50	KMT2A	ADRA1A	16	0.18852888898305475	5	5	PRIMARY_K50_50	198	0.0198
PRIMARY_K50	KMT2A	VCL	17	0.2007395720151814	5	5	PRIMARY_K50_50	196	0.0196
PRIMARY_K50	KMT2A	NUP93	18	0.20467328819618022	5	5	PRIMARY_K50_50	195	0.0195
PRIMARY_K50	KMT2A	RAB27A	19	0.21223901824975092	5	5	PRIMARY_K50_50	198	0.0198
PRIMARY_K50	KMT2A	LIMA1	20	0.2164930641760476	5	5	PRIMARY_K50_50	189	0.0189
PRIMARY_K50	KMT2A	SNX9	21	0.22366203554725614	5	5	PRIMARY_K50_50	199	0.0199
PRIMARY_K50	KMT2A	CNOT1	22	0.22721482032049636	5	5	PRIMARY_K50_50	213	0.0213
PRIMARY_K50	KMT2A	EGR2	23	0.24426330349731995	5	5	PRIMARY_K50_50	172	0.0172
PRIMARY_K50	KMT2A	PKP2	24	0.24700639637977662	5	5	PRIMARY_K50_50	194	0.0194
PRIMARY_K50	KMT2A	IQGAP1	25	0.2502255989774761	5	5	PRIMARY_K50_50	206	0.0206
PRIMARY_K50	KMT2A	AKR1C1	26	0.25160284052772874	5	5	PRIMARY_K50_50	192	0.0192
PRIMARY_K50	KMT2A	KLF7	27	0.25448563141008373	5	5	PRIMARY_K50_50	201	0.0201
PRIMARY_K50	KMT2A	ABL2	28	0.2572661048717235	5	5	PRIMARY_K50_50	174	0.0174
PRIMARY_K50	KMT2A	NUP98	29	0.2595148980236008	5	5	PRIMARY_K50_50	187	0.0187
PRIMARY_K50	KMT2A	SLC26A5	30	0.2624218299176784	5	5	PRIMARY_K50_50	191	0.0191
PRIMARY_K50	KMT2A	GCLC	31	0.26460647876608406	5	5	PRIMARY_K50_50	197	0.0197
PRIMARY_K50	KMT2A	SPAST	32	0.2771919506588397	5	5	PRIMARY_K50_50	210	0.021
PRIMARY_K50	KMT2A	TERF2IP	33	0.2825260535168642	5	5	PRIMARY_K50_50	207	0.0207
PRIMARY_K50	KMT2A	PRKAR2A	34	0.2873454272423163	5	5	PRIMARY_K50_50	198	0.0198
PRIMARY_K50	KMT2A	GLRA1	35	0.28736001527154176	5	5	PRIMARY_K50_50	216	0.0216
PRIMARY_K50	KMT2A	XRCC5	36	0.28750070542440903	5	5	PRIMARY_K50_50	178	0.0178
PRIMARY_K50	KMT2A	RUFY3	37	0.28870825183182036	5	5	PRIMARY_K50_50	215	0.0215
PRIMARY_K50	KMT2A	UGT1A7	38	0.2905091016105518	5	5	PRIMARY_K50_50	185	0.0185
PRIMARY_K50	KMT2A	ADTRP	39	0.29204802586782763	5	5	PRIMARY_K50_50	218	0.0218
PRIMARY_K50	KMT2A	ACSL4	40	0.29234640604344453	5	5	PRIMARY_K50_50	176	0.0176
PRIMARY_K50	KMT2A	HS3ST3A1	41	0.29306233189619796	5	5	PRIMARY_K50_50	173	0.0173
PRIMARY_K50	KMT2A	SYBU	42	0.29367972247065444	5	5	PRIMARY_K50_50	197	0.0197
PRIMARY_K50	KMT2A	LGR4	43	0.29621453996166164	5	5	PRIMARY_K50_50	195	0.0195
PRIMARY_K50	KMT2A	CXCL13	44	0.30058800173036043	5	5	PRIMARY_K50_50	214	0.0214
PRIMARY_K50	KMT2A	KIAA0319	45	0.30134552656861646	5	5	PRIMARY_K50_50	189	0.0189
PRIMARY_K50	KMT2A	PIK3R3	46	0.3054546027252097	5	5	PRIMARY_K50_50	222	0.0222
PRIMARY_K50	KMT2A	PIK3C2A	47	0.3062344118359719	5	5	PRIMARY_K50_50	195	0.0195
PRIMARY_K50	KMT2A	ABI2	48	0.3069740158224433	5	5	PRIMARY_K50_50	228	0.0228
PRIMARY_K50	KMT2A	TMOD3	49	0.30865720269484814	5	5	PRIMARY_K50_50	177	0.0177
PRIMARY_K50	KMT2A	SHLD1	50	0.3087696819628216	5	5	PRIMARY_K50_50	180	0.018
PRIMARY_K50	LRBA	RBMS3	1	0.16311777659244772	5	5	PRIMARY_K50_50	174	0.0174
PRIMARY_K50	LRBA	NALF1	2	0.17106981152206854	5	5	PRIMARY_K50_50	167	0.0167
PRIMARY_K50	LRBA	DIAPH2	3	0.18306533945696574	5	5	PRIMARY_K50_50	183	0.0183
PRIMARY_K50	LRBA	TAFA2	4	0.20834078746776216	5	5	PRIMARY_K50_50	191	0.0191
PRIMARY_K50	LRBA	GRM8	5	0.21520581316075027	5	5	PRIMARY_K50_50	203	0.0203
PRIMARY_K50	LRBA	HS6ST3	6	0.21851800481180267	5	5	PRIMARY_K50_50	219	0.0219
PRIMARY_K50	LRBA	ADGRL3	7	0.2281724419696524	5	5	PRIMARY_K50_50	210	0.021
PRIMARY_K50	LRBA	MGAT4C	8	0.22944128063022481	5	5	PRIMARY_K50_50	213	0.0213
PRIMARY_K50	LRBA	MDGA2	9	0.24544445256506922	5	5	PRIMARY_K50_50	213	0.0213
PRIMARY_K50	LRBA	SUPT3H	10	0.24660575984544306	5	5	PRIMARY_K50_50	196	0.0196
PRIMARY_K50	LRBA	FBXL17	11	0.2568865854862448	5	5	PRIMARY_K50_50	207	0.0207
PRIMARY_K50	LRBA	STXBP5L	12	0.2616003034526135	5	5	PRIMARY_K50_50	194	0.0194
PRIMARY_K50	LRBA	MECOM	13	0.2657418909989221	5	5	PRIMARY_K50_50	189	0.0189
PRIMARY_K50	LRBA	ARHGAP15	14	0.2697740204655178	5	5	PRIMARY_K50_50	205	0.0205
PRIMARY_K50	LRBA	CDK14	15	0.27237764387295155	5	5	PRIMARY_K50_50	204	0.0204
PRIMARY_K50	LRBA	TRPM3	16	0.27324774973006233	5	5	PRIMARY_K50_50	208	0.0208
PRIMARY_K50	LRBA	CDH12	17	0.28255813570567145	5	5	PRIMARY_K50_50	210	0.021
PRIMARY_K50	LRBA	CDKAL1	18	0.28383823517551415	5	5	PRIMARY_K50_50	185	0.0185
PRIMARY_K50	LRBA	ESRRG	19	0.28828893907207387	5	5	PRIMARY_K50_50	210	0.021
PRIMARY_K50	LRBA	HPSE2	20	0.3043097468475009	5	5	PRIMARY_K50_50	197	0.0197
PRIMARY_K50	LRBA	CDH18	21	0.3066527628669759	5	5	PRIMARY_K50_50	194	0.0194
PRIMARY_K50	LRBA	MBD5	22	0.31948708318192337	5	5	PRIMARY_K50_50	178	0.0178
PRIMARY_K50	LRBA	EPHA6	23	0.34521233574016275	5	5	PRIMARY_K50_50	226	0.0226
PRIMARY_K50	LRBA	NELL1	24	0.34530652936075407	5	5	PRIMARY_K50_50	193	0.0193
PRIMARY_K50	LRBA	UNC5D	25	0.3531139391512537	5	5	PRIMARY_K50_50	202	0.0202
PRIMARY_K50	LRBA	IL1RAPL2	26	0.35793799235186885	5	5	PRIMARY_K50_50	208	0.0208
PRIMARY_K50	LRBA	MCTP1	27	0.36559377921215436	5	5	PRIMARY_K50_50	202	0.0202
PRIMARY_K50	LRBA	PLCL1	28	0.37096652016330056	5	5	PRIMARY_K50_50	194	0.0194
PRIMARY_K50	LRBA	EXOC6B	29	0.37164053351539283	5	5	PRIMARY_K50_50	202	0.0202
PRIMARY_K50	LRBA	BBS9	30	0.3729194676432798	5	5	PRIMARY_K50_50	193	0.0193
PRIMARY_K50	LRBA	SCAPER	31	0.3753416341129251	5	5	PRIMARY_K50_50	185	0.0185
PRIMARY_K50	LRBA	COL24A1	32	0.37643510008216535	5	5	PRIMARY_K50_50	180	0.018
PRIMARY_K50	LRBA	SPAG16	33	0.3764889329933932	5	5	PRIMARY_K50_50	203	0.0203
PRIMARY_K50	LRBA	RSRC1	34	0.37726008375804243	5	5	PRIMARY_K50_50	193	0.0193
PRIMARY_K50	LRBA	KCNIP4	35	0.37954472663038064	5	5	PRIMARY_K50_50	185	0.0185
PRIMARY_K50	LRBA	TMEM232	36	0.37970459605254847	5	5	PRIMARY_K50_50	194	0.0194
PRIMARY_K50	LRBA	TMTC2	37	0.3837175768319761	5	5	PRIMARY_K50_50	231	0.0231
PRIMARY_K50	LRBA	RANBP17	38	0.3885408856674202	5	5	PRIMARY_K50_50	207	0.0207
PRIMARY_K50	LRBA	MARCHF1	39	0.3894354447408876	5	5	PRIMARY_K50_50	222	0.0222
PRIMARY_K50	LRBA	SLC27A6	40	0.3900842447084969	5	5	PRIMARY_K50_50	215	0.0215
PRIMARY_K50	LRBA	CCDC91	41	0.3940422604216721	5	5	PRIMARY_K50_50	182	0.0182
PRIMARY_K50	LRBA	NBEA	42	0.40175640065156415	5	5	PRIMARY_K50_50	212	0.0212
PRIMARY_K50	LRBA	TCF4	43	0.41039082619489886	5	5	PRIMARY_K50_50	217	0.0217
PRIMARY_K50	LRBA	SLC25A21	44	0.4128711454516949	5	5	PRIMARY_K50_50	189	0.0189
PRIMARY_K50	LRBA	SGCZ	45	0.41906650986871513	5	5	PRIMARY_K50_50	200	0.02
PRIMARY_K50	LRBA	PXDNL	46	0.4206796009841316	5	5	PRIMARY_K50_50	201	0.0201
PRIMARY_K50	LRBA	HMCN1	47	0.42261413552094523	5	5	PRIMARY_K50_50	201	0.0201
PRIMARY_K50	LRBA	USH2A	48	0.4288448919668299	5	5	PRIMARY_K50_50	218	0.0218
PRIMARY_K50	LRBA	FAF1	49	0.4290845226186267	5	5	PRIMARY_K50_50	187	0.0187
PRIMARY_K50	LRBA	GALNT13	50	0.42966534601352724	5	5	PRIMARY_K50_50	208	0.0208
PRIMARY_K50	MCM4	CENATAC	1	0.01591851393834085	2	2	PRIMARY_K50_50	220	0.022
PRIMARY_K50	MCM4	SDHAF2	2	0.09556079904944785	2	2	PRIMARY_K50_50	199	0.0199
PRIMARY_K50	MCM4	SUMO2	3	0.11571319270198233	2	2	PRIMARY_K50_50	205	0.0205
PRIMARY_K50	MCM4	DEGS1	4	0.1366775413977544	2	2	PRIMARY_K50_50	186	0.0186
PRIMARY_K50	MCM4	MED20	5	0.15999586581905517	2	2	PRIMARY_K50_50	197	0.0197
PRIMARY_K50	MCM4	NCSTN	6	0.1627932559882654	2	2	PRIMARY_K50_50	212	0.0212
PRIMARY_K50	MCM4	GGCX	7	0.1693717487668968	2	2	PRIMARY_K50_50	177	0.0177
PRIMARY_K50	MCM4	POLR1E	8	0.1735812665352158	2	2	PRIMARY_K50_50	206	0.0206
PRIMARY_K50	MCM4	ALAS1	9	0.17497378661646526	2	2	PRIMARY_K50_50	176	0.0176
PRIMARY_K50	MCM4	SLC2A3	10	0.17812155359554563	2	2	PRIMARY_K50_50	205	0.0205
PRIMARY_K50	MCM4	SNU13	11	0.18998880903162063	2	2	PRIMARY_K50_50	217	0.0217
PRIMARY_K50	MCM4	SLC25A38	12	0.19167036887672487	2	2	PRIMARY_K50_50	213	0.0213
PRIMARY_K50	MCM4	RPL6	13	0.1926587131686602	2	2	PRIMARY_K50_50	194	0.0194
PRIMARY_K50	MCM4	PRPF19	14	0.19907904392945053	2	2	PRIMARY_K50_50	224	0.0224
PRIMARY_K50	MCM4	AKR1B10	15	0.20121573618776023	2	2	PRIMARY_K50_50	206	0.0206
PRIMARY_K50	MCM4	CHST4	16	0.21866224285859873	2	2	PRIMARY_K50_50	220	0.022
PRIMARY_K50	MCM4	PDCL3	17	0.22432510972955882	2	2	PRIMARY_K50_50	185	0.0185
PRIMARY_K50	MCM4	CFAP20	18	0.2257977071689665	2	2	PRIMARY_K50_50	191	0.0191
PRIMARY_K50	MCM4	TEX101	19	0.22631529196746417	2	2	PRIMARY_K50_50	207	0.0207
PRIMARY_K50	MCM4	PPP1R3B	20	0.22744687418187726	2	2	PRIMARY_K50_50	193	0.0193
PRIMARY_K50	MCM4	CPT2	21	0.22823091299850834	2	2	PRIMARY_K50_50	209	0.0209
PRIMARY_K50	MCM4	DHRS4	22	0.2288627961824052	2	2	PRIMARY_K50_50	188	0.0188
PRIMARY_K50	MCM4	APOBEC1	23	0.23585867653336318	2	2	PRIMARY_K50_50	206	0.0206
PRIMARY_K50	MCM4	EIF2B1	24	0.24293366979342837	2	2	PRIMARY_K50_50	189	0.0189
PRIMARY_K50	MCM4	PRKAG1	25	0.2522688865534396	2	2	PRIMARY_K50_50	194	0.0194
PRIMARY_K50	MCM4	PAN2	26	0.25326059694122416	2	2	PRIMARY_K50_50	186	0.0186
PRIMARY_K50	MCM4	ATP5MJ	27	0.26143064272395605	2	2	PRIMARY_K50_50	200	0.02
PRIMARY_K50	MCM4	PDHA1	28	0.2618889701885586	2	2	PRIMARY_K50_50	197	0.0197
PRIMARY_K50	MCM4	UNG	29	0.27504207963433724	2	2	PRIMARY_K50_50	207	0.0207
PRIMARY_K50	MCM4	OAZ2	30	0.2773531207612945	2	2	PRIMARY_K50_50	213	0.0213
PRIMARY_K50	MCM4	CASP6	31	0.27789567306341617	2	2	PRIMARY_K50_50	216	0.0216
PRIMARY_K50	MCM4	NONO	32	0.27806109815638924	2	2	PRIMARY_K50_50	192	0.0192
PRIMARY_K50	MCM4	CD2	33	0.27810234751545504	2	2	PRIMARY_K50_50	198	0.0198
PRIMARY_K50	MCM4	SOCS2	34	0.2818863575358834	2	2	PRIMARY_K50_50	196	0.0196
PRIMARY_K50	MCM4	HSCB	35	0.28224283476547146	2	2	PRIMARY_K50_50	186	0.0186
PRIMARY_K50	MCM4	NPC2	36	0.28626501770016793	2	2	PRIMARY_K50_50	211	0.0211
PRIMARY_K50	MCM4	SERPINB9	37	0.2865524453333165	2	2	PRIMARY_K50_50	200	0.02
PRIMARY_K50	MCM4	PIP4K2C	38	0.29087570467958224	2	2	PRIMARY_K50_50	193	0.0193
PRIMARY_K50	MCM4	NR4A2	39	0.2916565391721291	2	2	PRIMARY_K50_50	187	0.0187
PRIMARY_K50	MCM4	DUSP18	40	0.2936384103782548	2	2	PRIMARY_K50_50	179	0.0179
PRIMARY_K50	MCM4	SERPING1	41	0.29370407226953754	2	2	PRIMARY_K50_50	209	0.0209
PRIMARY_K50	MCM4	MAF	42	0.29451312980154953	2	2	PRIMARY_K50_50	183	0.0183
PRIMARY_K50	MCM4	CBY1	43	0.2955975776092111	2	2	PRIMARY_K50_50	201	0.0201
PRIMARY_K50	MCM4	CLP1	44	0.29585163180384544	2	2	PRIMARY_K50_50	204	0.0204
PRIMARY_K50	MCM4	HSBP1	45	0.30049036153774766	2	2	PRIMARY_K50_50	221	0.0221
PRIMARY_K50	MCM4	AKTIP	46	0.30105703869536565	2	2	PRIMARY_K50_50	210	0.021
PRIMARY_K50	MCM4	NDUFAF1	47	0.30415068907336057	2	2	PRIMARY_K50_50	208	0.0208
PRIMARY_K50	MCM4	ZBED3	48	0.3060735430385641	2	2	PRIMARY_K50_50	195	0.0195
PRIMARY_K50	MCM4	G6PC1	49	0.30740942889299516	2	2	PRIMARY_K50_50	195	0.0195
PRIMARY_K50	MCM4	MPV17L	50	0.30816193395918023	2	2	PRIMARY_K50_50	194	0.0194
PRIMARY_K50	NSMCE3	ROMO1	1	0.05372351224484396	1	1	PRIMARY_K50_50	211	0.0211
PRIMARY_K50	NSMCE3	MYF6	2	0.1734253783763464	1	1	PRIMARY_K50_50	199	0.0199
PRIMARY_K50	NSMCE3	HCAR2	3	0.18203464094241764	1	1	PRIMARY_K50_50	197	0.0197
PRIMARY_K50	NSMCE3	UQCRQ	4	0.18304179893528244	1	1	PRIMARY_K50_50	198	0.0198
PRIMARY_K50	NSMCE3	MT1A	5	0.18506586037968173	1	1	PRIMARY_K50_50	215	0.0215
PRIMARY_K50	NSMCE3	CCL27	6	0.2060924571556031	1	1	PRIMARY_K50_50	202	0.0202
PRIMARY_K50	NSMCE3	RRAGA	7	0.22119932429407216	1	1	PRIMARY_K50_50	193	0.0193
PRIMARY_K50	NSMCE3	NOP10	8	0.2275717522499649	1	1	PRIMARY_K50_50	188	0.0188
PRIMARY_K50	NSMCE3	SLC25A2	9	0.23542498617128854	1	1	PRIMARY_K50_50	213	0.0213
PRIMARY_K50	NSMCE3	KIF2B	10	0.24316034107778225	1	1	PRIMARY_K50_50	207	0.0207
PRIMARY_K50	NSMCE3	CH25H	11	0.2630377170538938	1	1	PRIMARY_K50_50	195	0.0195
PRIMARY_K50	NSMCE3	CCL13	12	0.3009892181836453	1	1	PRIMARY_K50_50	196	0.0196
PRIMARY_K50	NSMCE3	SLPI	13	0.30681019420203515	1	1	PRIMARY_K50_50	210	0.021
PRIMARY_K50	NSMCE3	CCL4L1	14	0.3200511867812002	1	1	PRIMARY_K50_50	191	0.0191
PRIMARY_K50	NSMCE3	CRP	15	0.3347981293430262	1	1	PRIMARY_K50_50	200	0.02
PRIMARY_K50	NSMCE3	RPS16	16	0.33661514080433586	1	1	PRIMARY_K50_50	228	0.0228
PRIMARY_K50	NSMCE3	MOAP1	17	0.35208698560335183	1	1	PRIMARY_K50_50	193	0.0193
PRIMARY_K50	NSMCE3	PI3	18	0.3543109507367513	1	1	PRIMARY_K50_50	193	0.0193
PRIMARY_K50	NSMCE3	SST	19	0.3679495920233255	1	1	PRIMARY_K50_50	217	0.0217
PRIMARY_K50	NSMCE3	MED11	20	0.36998258103166126	1	1	PRIMARY_K50_50	196	0.0196
PRIMARY_K50	NSMCE3	BIRC8	21	0.3793213468189539	1	1	PRIMARY_K50_50	217	0.0217
PRIMARY_K50	NSMCE3	COX5B	22	0.3807884289325348	1	1	PRIMARY_K50_50	223	0.0223
PRIMARY_K50	NSMCE3	REG3A	23	0.3814248210880517	1	1	PRIMARY_K50_50	211	0.0211
PRIMARY_K50	NSMCE3	GABARAPL3	24	0.40710697700162685	1	1	PRIMARY_K50_50	197	0.0197
PRIMARY_K50	NSMCE3	CXCL1	25	0.40858895922096516	1	1	PRIMARY_K50_50	184	0.0184
PRIMARY_K50	NSMCE3	H1-0	26	0.4097403293893412	1	1	PRIMARY_K50_50	176	0.0176
PRIMARY_K50	NSMCE3	BLOC1S4	27	0.41306508082671217	1	1	PRIMARY_K50_50	192	0.0192
PRIMARY_K50	NSMCE3	UBXN1	28	0.41443783834834313	1	1	PRIMARY_K50_50	176	0.0176
PRIMARY_K50	NSMCE3	ATP5MC1	29	0.41625915821939297	1	1	PRIMARY_K50_50	179	0.0179
PRIMARY_K50	NSMCE3	GLUD2	30	0.4292003566535922	1	1	PRIMARY_K50_50	201	0.0201
PRIMARY_K50	NSMCE3	MT1F	31	0.44050881205879244	1	1	PRIMARY_K50_50	174	0.0174
PRIMARY_K50	NSMCE3	RPL7A	32	0.44296340283834923	1	1	PRIMARY_K50_50	211	0.0211
PRIMARY_K50	NSMCE3	RNASE7	33	0.4476050088204479	1	1	PRIMARY_K50_50	206	0.0206
PRIMARY_K50	NSMCE3	MT1X	34	0.4522446999129459	1	1	PRIMARY_K50_50	197	0.0197
PRIMARY_K50	NSMCE3	CBR1	35	0.45601686696073523	1	1	PRIMARY_K50_50	204	0.0204
PRIMARY_K50	NSMCE3	MC5R	36	0.45645028014850697	1	1	PRIMARY_K50_50	213	0.0213
PRIMARY_K50	NSMCE3	ASCL1	37	0.45781969344234497	1	1	PRIMARY_K50_50	190	0.019
PRIMARY_K50	NSMCE3	ATP6V1F	38	0.4616643150197356	1	1	PRIMARY_K50_50	196	0.0196
PRIMARY_K50	NSMCE3	RPL29	39	0.4620664544122951	1	1	PRIMARY_K50_50	202	0.0202
PRIMARY_K50	NSMCE3	TNP2	40	0.462668602881216	1	1	PRIMARY_K50_50	203	0.0203
PRIMARY_K50	NSMCE3	USP17L2	41	0.4631179799310685	1	1	PRIMARY_K50_50	197	0.0197
PRIMARY_K50	NSMCE3	C12orf57	42	0.46550080689218454	1	1	PRIMARY_K50_50	206	0.0206
PRIMARY_K50	NSMCE3	TOMM22	43	0.47525918994234545	1	1	PRIMARY_K50_50	183	0.0183
PRIMARY_K50	NSMCE3	HAX1	44	0.47583571952755493	1	1	PRIMARY_K50_50	207	0.0207
PRIMARY_K50	NSMCE3	S100A7	45	0.4776751557930336	1	1	PRIMARY_K50_50	200	0.02
PRIMARY_K50	NSMCE3	NR0B2	46	0.4801282526547609	1	1	PRIMARY_K50_50	191	0.0191
PRIMARY_K50	NSMCE3	REG3G	47	0.48137383031321535	1	1	PRIMARY_K50_50	202	0.0202
PRIMARY_K50	NSMCE3	MT1B	48	0.4841332686609889	1	1	PRIMARY_K50_50	213	0.0213
PRIMARY_K50	NSMCE3	CXCL3	49	0.4852390052384158	1	1	PRIMARY_K50_50	195	0.0195
PRIMARY_K50	NSMCE3	RPLP1	50	0.4852564697884002	1	1	PRIMARY_K50_50	212	0.0212
PRIMARY_K50	PAX5	CROCC	1	0.1809566943269837	5	5	PRIMARY_K50_50	184	0.0184
PRIMARY_K50	PAX5	STK10	2	0.220713649930867	5	5	PRIMARY_K50_50	228	0.0228
PRIMARY_K50	PAX5	TSPAN18	3	0.22131478055435047	5	5	PRIMARY_K50_50	221	0.0221
PRIMARY_K50	PAX5	MBP	4	0.22151769414851452	5	5	PRIMARY_K50_50	205	0.0205
PRIMARY_K50	PAX5	CRMP1	5	0.22859742784879566	5	5	PRIMARY_K50_50	190	0.019
PRIMARY_K50	PAX5	NFASC	6	0.23058533208720947	5	5	PRIMARY_K50_50	166	0.0166
PRIMARY_K50	PAX5	ANK1	7	0.233307357312342	5	5	PRIMARY_K50_50	207	0.0207
PRIMARY_K50	PAX5	ATP11A	8	0.2344066298745519	5	5	PRIMARY_K50_50	193	0.0193
PRIMARY_K50	PAX5	PARVB	9	0.24341030692308416	5	5	PRIMARY_K50_50	206	0.0206
PRIMARY_K50	PAX5	CTBP2	10	0.2523114892862559	5	5	PRIMARY_K50_50	203	0.0203
PRIMARY_K50	PAX5	TACC2	11	0.25544173550450155	5	5	PRIMARY_K50_50	208	0.0208
PRIMARY_K50	PAX5	KLC1	12	0.25819260658688115	5	5	PRIMARY_K50_50	219	0.0219
PRIMARY_K50	PAX5	CHST8	13	0.25938021263938377	5	5	PRIMARY_K50_50	210	0.021
PRIMARY_K50	PAX5	TPO	14	0.26277323351167475	5	5	PRIMARY_K50_50	200	0.02
PRIMARY_K50	PAX5	RFX2	15	0.26809064290036466	5	5	PRIMARY_K50_50	220	0.022
PRIMARY_K50	PAX5	NXN	16	0.27039310823651314	5	5	PRIMARY_K50_50	177	0.0177
PRIMARY_K50	PAX5	CRTAC1	17	0.2712482153706765	5	5	PRIMARY_K50_50	209	0.0209
PRIMARY_K50	PAX5	EIPR1	18	0.2726620635581767	5	5	PRIMARY_K50_50	188	0.0188
PRIMARY_K50	PAX5	SIPA1L3	19	0.2764148783995675	5	5	PRIMARY_K50_50	195	0.0195
PRIMARY_K50	PAX5	TTC7A	20	0.27862050176873754	5	5	PRIMARY_K50_50	208	0.0208
PRIMARY_K50	PAX5	CORO2B	21	0.2790330551658596	5	5	PRIMARY_K50_50	198	0.0198
PRIMARY_K50	PAX5	KATNIP	22	0.2800724515002395	5	5	PRIMARY_K50_50	198	0.0198
PRIMARY_K50	PAX5	ITGA11	23	0.2947899130075742	5	5	PRIMARY_K50_50	194	0.0194
PRIMARY_K50	PAX5	ARK2C	24	0.30105778406702866	5	5	PRIMARY_K50_50	192	0.0192
PRIMARY_K50	PAX5	NINL	25	0.30272795245600753	5	5	PRIMARY_K50_50	191	0.0191
PRIMARY_K50	PAX5	MAN1C1	26	0.3075122096109563	5	5	PRIMARY_K50_50	187	0.0187
PRIMARY_K50	PAX5	ZDHHC11	27	0.3208156362110793	5	5	PRIMARY_K50_50	193	0.0193
PRIMARY_K50	PAX5	SPTB	28	0.32792343629010623	5	5	PRIMARY_K50_50	205	0.0205
PRIMARY_K50	PAX5	TCF7L1	29	0.3283915470413029	5	5	PRIMARY_K50_50	180	0.018
PRIMARY_K50	PAX5	TBC1D14	30	0.328473320899449	5	5	PRIMARY_K50_50	196	0.0196
PRIMARY_K50	PAX5	ARHGEF4	31	0.3292519442279214	5	5	PRIMARY_K50_50	214	0.0214
PRIMARY_K50	PAX5	PTPRE	32	0.3296312061795489	5	5	PRIMARY_K50_50	204	0.0204
PRIMARY_K50	PAX5	DYSF	33	0.3307080382993629	5	5	PRIMARY_K50_50	203	0.0203
PRIMARY_K50	PAX5	ARHGAP22	34	0.3320939038203835	5	5	PRIMARY_K50_50	193	0.0193
PRIMARY_K50	PAX5	DLGAP4	35	0.3330933018139814	5	5	PRIMARY_K50_50	193	0.0193
PRIMARY_K50	PAX5	SSBP3	36	0.3396241660940308	5	5	PRIMARY_K50_50	200	0.02
PRIMARY_K50	PAX5	IGSF21	37	0.34183533724784626	5	5	PRIMARY_K50_50	199	0.0199
PRIMARY_K50	PAX5	APBA2	38	0.3590580619920665	5	5	PRIMARY_K50_50	199	0.0199
PRIMARY_K50	PAX5	ATP10A	39	0.35922773894193705	5	5	PRIMARY_K50_50	239	0.0239
PRIMARY_K50	PAX5	SCARA5	40	0.36229279288003347	5	5	PRIMARY_K50_50	225	0.0225
PRIMARY_K50	PAX5	SH3PXD2A	41	0.36292705150032106	5	5	PRIMARY_K50_50	192	0.0192
PRIMARY_K50	PAX5	WWC1	42	0.36404880245564425	5	5	PRIMARY_K50_50	189	0.0189
PRIMARY_K50	PAX5	ANKRD11	43	0.3640654516941715	5	5	PRIMARY_K50_50	196	0.0196
PRIMARY_K50	PAX5	CTIF	44	0.36610113736879984	5	5	PRIMARY_K50_50	193	0.0193
PRIMARY_K50	PAX5	CACNA2D4	45	0.37161231857117666	5	5	PRIMARY_K50_50	213	0.0213
PRIMARY_K50	PAX5	TOM1L2	46	0.37522593925398295	5	5	PRIMARY_K50_50	184	0.0184
PRIMARY_K50	PAX5	KIR3DL1	47	0.3776291577577332	5	5	PRIMARY_K50_50	189	0.0189
PRIMARY_K50	PAX5	CFAP77	48	0.3787664043190335	5	5	PRIMARY_K50_50	206	0.0206
PRIMARY_K50	PAX5	ZHX2	49	0.3813798524850509	5	5	PRIMARY_K50_50	195	0.0195
PRIMARY_K50	PAX5	NPHP4	50	0.38390467036222636	5	5	PRIMARY_K50_50	203	0.0203
PRIMARY_K50	PDCD1	SYT8	1	0.1150236796377057	2	2	PRIMARY_K50_50	197	0.0197
PRIMARY_K50	PDCD1	DGAT1	2	0.12014597458898847	2	2	PRIMARY_K50_50	197	0.0197
