unit_id	D01	M01	M02	M03	M04	M05	M06
D01	1.0	0.10810810810810811	0.0	0.20512820512820512	0.0	0.002512562814070352	0.0
M01	0.10810810810810811	1.0	0.0	0.08571428571428572	0.0	0.002570694087403599	0.0
M02	0.0	0.0	1.0	0.0	0.0	0.0	0.0
M03	0.20512820512820512	0.08571428571428572	0.0	1.0	0.0	0.002531645569620253	0.0
M04	0.0	0.0	0.0	0.0	1.0	0.10427807486631016	0.0
M05	0.002512562814070352	0.002570694087403599	0.0	0.002531645569620253	0.10427807486631016	1.0	0.0
M06	0.0	0.0	0.0	0.0	0.0	0.0	1.0
