database	pathway_id	pathway_name	frozen_tier_class	Tier1_BH	Tier1_BY	retained_under_BY	lost_under_BY
GO_BP	GO:0007030	Golgi organization	Neither	NO	NO	NA	NO
GO_BP	GO:0007031	peroxisome organization	Neither	NO	NO	NA	NO
GO_BP	GO:0007032	endosome organization	Neither	NO	NO	NA	NO
GO_BP	GO:0007033	vacuole organization	Neither	NO	NO	NA	NO
GO_BP	GO:0007034	vacuolar transport	Neither	NO	NO	NA	NO
GO_BP	GO:0007035	vacuolar acidification	Neither	NO	NO	NA	NO
GO_BP	GO:0007039	protein catabolic process in the vacuole	Neither	NO	NO	NA	NO
GO_BP	GO:0007040	lysosome organization	Neither	NO	NO	NA	NO
GO_BP	GO:0007041	lysosomal transport	Neither	NO	NO	NA	NO
GO_BP	GO:0007042	lysosomal lumen acidification	Neither	NO	NO	NA	NO
GO_BP	GO:0007043	cell-cell junction assembly	Neither	NO	NO	NA	NO
GO_BP	GO:0007044	cell-substrate junction assembly	Neither	NO	NO	NA	NO
GO_BP	GO:0007051	spindle organization	Neither	NO	NO	NA	NO
GO_BP	GO:0007052	mitotic spindle organization	Neither	NO	NO	NA	NO
GO_BP	GO:0007059	chromosome segregation	Neither	NO	NO	NA	NO
GO_BP	GO:0007062	sister chromatid cohesion	Neither	NO	NO	NA	NO
GO_BP	GO:0007063	regulation of sister chromatid cohesion	Neither	NO	NO	NA	NO
GO_BP	GO:0007064	mitotic sister chromatid cohesion	Neither	NO	NO	NA	NO
GO_BP	GO:0007076	mitotic chromosome condensation	Neither	NO	NO	NA	NO
GO_BP	GO:0007080	mitotic metaphase chromosome alignment	Neither	NO	NO	NA	NO
GO_BP	GO:0007084	mitotic nuclear membrane reassembly	Neither	NO	NO	NA	NO
GO_BP	GO:0007088	regulation of mitotic nuclear division	Neither	NO	NO	NA	NO
GO_BP	GO:0007093	mitotic cell cycle checkpoint signaling	Neither	NO	NO	NA	NO
GO_BP	GO:0007094	mitotic spindle assembly checkpoint signaling	Neither	NO	NO	NA	NO
GO_BP	GO:0007095	mitotic G2 DNA damage checkpoint signaling	Neither	NO	NO	NA	NO
GO_BP	GO:0007096	regulation of exit from mitosis	Neither	NO	NO	NA	NO
GO_BP	GO:0007097	nuclear migration	Neither	NO	NO	NA	NO
GO_BP	GO:0007098	centrosome cycle	Neither	NO	NO	NA	NO
GO_BP	GO:0007099	centriole replication	Neither	NO	NO	NA	NO
GO_BP	GO:0007127	meiosis I	Firth_only	NO	NO	NA	NO
GO_BP	GO:0007129	homologous chromosome pairing at meiosis	Neither	NO	NO	NA	NO
GO_BP	GO:0007130	synaptonemal complex assembly	Neither	NO	NO	NA	NO
GO_BP	GO:0007131	reciprocal meiotic recombination	Firth_only	NO	NO	NA	NO
GO_BP	GO:0007140	male meiotic nuclear division	Firth_only	NO	NO	NA	NO
GO_BP	GO:0007141	male meiosis I	Firth_only	NO	NO	NA	NO
GO_BP	GO:0007143	female meiotic nuclear division	Neither	NO	NO	NA	NO
GO_BP	GO:0007156	homophilic cell-cell adhesion	Neither	NO	NO	NA	NO
GO_BP	GO:0007157	heterophilic cell-cell adhesion	Neither	NO	NO	NA	NO
GO_BP	GO:0007158	neuron cell-cell adhesion	Neither	NO	NO	NA	NO
GO_BP	GO:0007159	leukocyte cell-cell adhesion	Neither	NO	NO	NA	NO
GO_BP	GO:0007160	cell-matrix adhesion	Neither	NO	NO	NA	NO
GO_BP	GO:0007162	negative regulation of cell adhesion	Neither	NO	NO	NA	NO
GO_BP	GO:0007163	establishment or maintenance of cell polarity	Neither	NO	NO	NA	NO
GO_BP	GO:0007168	receptor guanylyl cyclase signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0007169	cell surface receptor protein tyrosine kinase signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0007173	epidermal growth factor receptor signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0007175	negative regulation of epidermal growth factor-activated receptor activity	Neither	NO	NO	NA	NO
GO_BP	GO:0007178	cell surface receptor protein serine/threonine kinase signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0007179	transforming growth factor beta receptor signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0007187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	Neither	NO	NO	NA	NO
GO_BP	GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0007190	activation of adenylate cyclase activity	Neither	NO	NO	NA	NO
GO_BP	GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0007194	negative regulation of adenylate cyclase activity	Neither	NO	NO	NA	NO
GO_BP	GO:0007198	adenylate cyclase-inhibiting serotonin receptor signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0007204	positive regulation of cytosolic calcium ion concentration	Neither	NO	NO	NA	NO
GO_BP	GO:0007210	serotonin receptor signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0007212	G protein-coupled dopamine receptor signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0007213	G protein-coupled acetylcholine receptor signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0007214	gamma-aminobutyric acid signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0007215	glutamate receptor signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0007216	G protein-coupled glutamate receptor signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0007218	neuropeptide signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0007219	Notch signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0007224	smoothened signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0007229	integrin-mediated signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0007249	canonical NF-kappaB signal transduction	Neither	NO	NO	NA	NO
GO_BP	GO:0007250	activation of NF-kappaB-inducing kinase activity	Neither	NO	NO	NA	NO
GO_BP	GO:0007254	JNK cascade	Neither	NO	NO	NA	NO
GO_BP	GO:0007259	cell surface receptor signaling pathway via JAK-STAT	Neither	NO	NO	NA	NO
GO_BP	GO:0007264	small GTPase-mediated signal transduction	Neither	NO	NO	NA	NO
GO_BP	GO:0007265	Ras protein signal transduction	Neither	NO	NO	NA	NO
GO_BP	GO:0007266	Rho protein signal transduction	Neither	NO	NO	NA	NO
GO_BP	GO:0007268	chemical synaptic transmission	Neither	NO	NO	NA	NO
GO_BP	GO:0007269	neurotransmitter secretion	Neither	NO	NO	NA	NO
GO_BP	GO:0007271	synaptic transmission, cholinergic	Neither	NO	NO	NA	NO
GO_BP	GO:0007272	ensheathment of neurons	Neither	NO	NO	NA	NO
GO_BP	GO:0007274	neuromuscular synaptic transmission	Neither	NO	NO	NA	NO
GO_BP	GO:0007281	germ cell development	Neither	NO	NO	NA	NO
GO_BP	GO:0007286	spermatid development	Neither	NO	NO	NA	NO
GO_BP	GO:0007288	sperm axoneme assembly	Neither	NO	NO	NA	NO
GO_BP	GO:0007289	spermatid nucleus differentiation	Neither	NO	NO	NA	NO
GO_BP	GO:0007292	female gamete generation	Neither	NO	NO	NA	NO
GO_BP	GO:0007338	single fertilization	Neither	NO	NO	NA	NO
GO_BP	GO:0007339	binding of sperm to zona pellucida	Neither	NO	NO	NA	NO
GO_BP	GO:0007340	acrosome reaction	Neither	NO	NO	NA	NO
GO_BP	GO:0007342	fusion of sperm to egg plasma membrane involved in single fertilization	Neither	NO	NO	NA	NO
GO_BP	GO:0007343	egg activation	Neither	NO	NO	NA	NO
GO_BP	GO:0007346	regulation of mitotic cell cycle	Neither	NO	NO	NA	NO
GO_BP	GO:0007350	blastoderm segmentation	Neither	NO	NO	NA	NO
GO_BP	GO:0007351	tripartite regional subdivision	Neither	NO	NO	NA	NO
GO_BP	GO:0007368	determination of left/right symmetry	Neither	NO	NO	NA	NO
GO_BP	GO:0007369	gastrulation	Neither	NO	NO	NA	NO
GO_BP	GO:0007379	segment specification	Neither	NO	NO	NA	NO
GO_BP	GO:0007389	pattern specification process	Neither	NO	NO	NA	NO
GO_BP	GO:0007398	ectoderm development	Neither	NO	NO	NA	NO
GO_BP	GO:0007405	neuroblast proliferation	Neither	NO	NO	NA	NO
GO_BP	GO:0007409	axonogenesis	Neither	NO	NO	NA	NO
GO_BP	GO:0007411	axon guidance	Neither	NO	NO	NA	NO
GO_BP	GO:0007413	axonal fasciculation	Neither	NO	NO	NA	NO
GO_BP	GO:0007416	synapse assembly	Neither	NO	NO	NA	NO
GO_BP	GO:0007422	peripheral nervous system development	Neither	NO	NO	NA	NO
GO_BP	GO:0007423	sensory organ development	Neither	NO	NO	NA	NO
GO_BP	GO:0007492	endoderm development	Neither	NO	NO	NA	NO
GO_BP	GO:0007498	mesoderm development	Neither	NO	NO	NA	NO
GO_BP	GO:0007507	heart development	Neither	NO	NO	NA	NO
GO_BP	GO:0007517	muscle organ development	Neither	NO	NO	NA	NO
GO_BP	GO:0007519	skeletal muscle tissue development	Neither	NO	NO	NA	NO
GO_BP	GO:0007520	myoblast fusion	Neither	NO	NO	NA	NO
GO_BP	GO:0007528	neuromuscular junction development	Neither	NO	NO	NA	NO
GO_BP	GO:0007530	sex determination	Neither	NO	NO	NA	NO
GO_BP	GO:0007548	sex differentiation	Neither	NO	NO	NA	NO
GO_BP	GO:0007549	sex-chromosome dosage compensation	Neither	NO	NO	NA	NO
GO_BP	GO:0007565	female pregnancy	Neither	NO	NO	NA	NO
GO_BP	GO:0007566	embryo implantation	Neither	NO	NO	NA	NO
GO_BP	GO:0007567	parturition	Neither	NO	NO	NA	NO
GO_BP	GO:0007584	response to nutrient	Neither	NO	NO	NA	NO
GO_BP	GO:0007585	respiratory gaseous exchange by respiratory system	Neither	NO	NO	NA	NO
GO_BP	GO:0007586	digestion	Neither	NO	NO	NA	NO
GO_BP	GO:0007588	excretion	Neither	NO	NO	NA	NO
GO_BP	GO:0007589	body fluid secretion	Neither	NO	NO	NA	NO
GO_BP	GO:0007595	lactation	Neither	NO	NO	NA	NO
GO_BP	GO:0007596	blood coagulation	Neither	NO	NO	NA	NO
GO_BP	GO:0007597	blood coagulation, intrinsic pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0007599	hemostasis	Neither	NO	NO	NA	NO
GO_BP	GO:0007601	visual perception	Neither	NO	NO	NA	NO
GO_BP	GO:0007602	phototransduction	Neither	NO	NO	NA	NO
GO_BP	GO:0007603	phototransduction, visible light	Neither	NO	NO	NA	NO
GO_BP	GO:0007605	sensory perception of sound	Neither	NO	NO	NA	NO
GO_BP	GO:0007606	sensory perception of chemical stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0007608	sensory perception of smell	Neither	NO	NO	NA	NO
GO_BP	GO:0007610	behavior	Neither	NO	NO	NA	NO
GO_BP	GO:0007611	learning or memory	Neither	NO	NO	NA	NO
GO_BP	GO:0007612	learning	Neither	NO	NO	NA	NO
GO_BP	GO:0007613	memory	Neither	NO	NO	NA	NO
GO_BP	GO:0007616	long-term memory	Neither	NO	NO	NA	NO
GO_BP	GO:0007617	mating behavior	Neither	NO	NO	NA	NO
GO_BP	GO:0007620	copulation	Neither	NO	NO	NA	NO
GO_BP	GO:0007622	rhythmic behavior	Neither	NO	NO	NA	NO
GO_BP	GO:0007623	circadian rhythm	Neither	NO	NO	NA	NO
GO_BP	GO:0007626	locomotory behavior	Neither	NO	NO	NA	NO
GO_BP	GO:0007631	feeding behavior	Neither	NO	NO	NA	NO
GO_BP	GO:0007632	visual behavior	Neither	NO	NO	NA	NO
GO_BP	GO:0007635	chemosensory behavior	Neither	NO	NO	NA	NO
GO_BP	GO:0007638	mechanosensory behavior	Neither	NO	NO	NA	NO
GO_BP	GO:0008015	blood circulation	Neither	NO	NO	NA	NO
GO_BP	GO:0008016	regulation of heart contraction	Neither	NO	NO	NA	NO
GO_BP	GO:0008033	tRNA processing	Neither	NO	NO	NA	NO
GO_BP	GO:0008037	cell recognition	Neither	NO	NO	NA	NO
GO_BP	GO:0008038	neuron recognition	Neither	NO	NO	NA	NO
GO_BP	GO:0008045	motor neuron axon guidance	Neither	NO	NO	NA	NO
GO_BP	GO:0008053	mitochondrial fusion	Neither	NO	NO	NA	NO
GO_BP	GO:0008064	regulation of actin polymerization or depolymerization	Neither	NO	NO	NA	NO
GO_BP	GO:0008088	axo-dendritic transport	Neither	NO	NO	NA	NO
GO_BP	GO:0008089	anterograde axonal transport	Neither	NO	NO	NA	NO
GO_BP	GO:0008090	retrograde axonal transport	Neither	NO	NO	NA	NO
GO_BP	GO:0008154	actin polymerization or depolymerization	Neither	NO	NO	NA	NO
GO_BP	GO:0008156	negative regulation of DNA replication	Neither	NO	NO	NA	NO
GO_BP	GO:0008202	steroid metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0008203	cholesterol metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0008206	bile acid metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0008207	C21-steroid hormone metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0008209	androgen metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0008210	estrogen metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0008211	glucocorticoid metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0008213	protein alkylation	Neither	NO	NO	NA	NO
GO_BP	GO:0008217	regulation of blood pressure	Neither	NO	NO	NA	NO
GO_BP	GO:0008277	regulation of G protein-coupled receptor signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0008283	cell population proliferation	Neither	NO	NO	NA	NO
GO_BP	GO:0008286	insulin receptor signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0008299	isoprenoid biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0008306	associative learning	Neither	NO	NO	NA	NO
GO_BP	GO:0008333	endosome to lysosome transport	Neither	NO	NO	NA	NO
GO_BP	GO:0008334	histone mRNA metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0008344	adult locomotory behavior	Neither	NO	NO	NA	NO
GO_BP	GO:0008347	glial cell migration	Neither	NO	NO	NA	NO
GO_BP	GO:0008356	asymmetric cell division	Neither	NO	NO	NA	NO
GO_BP	GO:0008360	regulation of cell shape	Neither	NO	NO	NA	NO
GO_BP	GO:0008361	regulation of cell size	Neither	NO	NO	NA	NO
GO_BP	GO:0008366	axon ensheathment	Neither	NO	NO	NA	NO
GO_BP	GO:0008380	RNA splicing	Neither	NO	NO	NA	NO
GO_BP	GO:0008406	gonad development	Neither	NO	NO	NA	NO
GO_BP	GO:0008535	respiratory chain complex IV assembly	Neither	NO	NO	NA	NO
GO_BP	GO:0008542	visual learning	Neither	NO	NO	NA	NO
GO_BP	GO:0008543	fibroblast growth factor receptor signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0008544	epidermis development	Neither	NO	NO	NA	NO
GO_BP	GO:0008584	male gonad development	Neither	NO	NO	NA	NO
GO_BP	GO:0008585	female gonad development	Neither	NO	NO	NA	NO
GO_BP	GO:0008589	regulation of smoothened signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0008593	regulation of Notch signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0008595	anterior/posterior axis specification, embryo	Neither	NO	NO	NA	NO
GO_BP	GO:0008608	attachment of spindle microtubules to kinetochore	Neither	NO	NO	NA	NO
GO_BP	GO:0008611	ether lipid biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors	Neither	NO	NO	NA	NO
GO_BP	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	Neither	NO	NO	NA	NO
GO_BP	GO:0008631	intrinsic apoptotic signaling pathway in response to oxidative stress	Neither	NO	NO	NA	NO
GO_BP	GO:0008637	apoptotic mitochondrial changes	Neither	NO	NO	NA	NO
GO_BP	GO:0008643	carbohydrate transport	Neither	NO	NO	NA	NO
GO_BP	GO:0008645	hexose transmembrane transport	Neither	NO	NO	NA	NO
GO_BP	GO:0008652	amino acid biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0008654	phospholipid biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0008655	pyrimidine-containing compound salvage	Neither	NO	NO	NA	NO
GO_BP	GO:0009048	dosage compensation by inactivation of X chromosome	Neither	NO	NO	NA	NO
GO_BP	GO:0009060	aerobic respiration	Neither	NO	NO	NA	NO
GO_BP	GO:0009062	fatty acid catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009063	amino acid catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009067	aspartate family amino acid biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009070	serine family amino acid biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009072	aromatic amino acid metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009074	aromatic amino acid catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009081	branched-chain amino acid metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009083	branched-chain amino acid catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009084	glutamate family amino acid biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009100	glycoprotein metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009101	glycoprotein biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009110	vitamin biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009111	vitamin catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009112	nucleobase metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009113	purine nucleobase biosynthetic process	Tier1	YES	NO	NO	YES
GO_BP	GO:0009116	nucleoside metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009117	nucleotide metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009119	ribonucleoside metabolic process	Firth_only	NO	NO	NA	NO
GO_BP	GO:0009123	nucleoside monophosphate metabolic process	Firth_only	NO	NO	NA	NO
GO_BP	GO:0009124	nucleoside monophosphate biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009125	nucleoside monophosphate catabolic process	Firth_only	NO	NO	NA	NO
GO_BP	GO:0009126	purine nucleoside monophosphate metabolic process	Firth_only	NO	NO	NA	NO
GO_BP	GO:0009127	purine nucleoside monophosphate biosynthetic process	Tier1	YES	NO	NO	YES
GO_BP	GO:0009128	purine nucleoside monophosphate catabolic process	Tier1	YES	NO	NO	YES
GO_BP	GO:0009129	pyrimidine nucleoside monophosphate metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009130	pyrimidine nucleoside monophosphate biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009131	pyrimidine nucleoside monophosphate catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009132	nucleoside diphosphate metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009133	nucleoside diphosphate biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009134	nucleoside diphosphate catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009135	purine nucleoside diphosphate metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009137	purine nucleoside diphosphate catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009138	pyrimidine nucleoside diphosphate metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009141	nucleoside triphosphate metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009142	nucleoside triphosphate biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009144	purine nucleoside triphosphate metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009145	purine nucleoside triphosphate biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009147	pyrimidine nucleoside triphosphate metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009148	pyrimidine nucleoside triphosphate biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009150	purine ribonucleotide metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009151	purine deoxyribonucleotide metabolic process	Firth_only	NO	NO	NA	NO
GO_BP	GO:0009152	purine ribonucleotide biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009154	purine ribonucleotide catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009155	purine deoxyribonucleotide catabolic process	Tier1	YES	NO	NO	YES
GO_BP	GO:0009156	ribonucleoside monophosphate biosynthetic process	Firth_only	NO	NO	NA	NO
GO_BP	GO:0009157	deoxyribonucleoside monophosphate biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009158	ribonucleoside monophosphate catabolic process	Firth_only	NO	NO	NA	NO
GO_BP	GO:0009159	deoxyribonucleoside monophosphate catabolic process	Firth_only	NO	NO	NA	NO
GO_BP	GO:0009163	nucleoside biosynthetic process	Firth_only	NO	NO	NA	NO
GO_BP	GO:0009164	nucleoside catabolic process	Firth_only	NO	NO	NA	NO
GO_BP	GO:0009165	nucleotide biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009166	nucleotide catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009167	purine ribonucleoside monophosphate metabolic process	Firth_only	NO	NO	NA	NO
GO_BP	GO:0009168	purine ribonucleoside monophosphate biosynthetic process	Tier1	YES	NO	NO	YES
GO_BP	GO:0009169	purine ribonucleoside monophosphate catabolic process	Tier1	YES	NO	NO	YES
GO_BP	GO:0009170	purine deoxyribonucleoside monophosphate metabolic process	Firth_only	NO	NO	NA	NO
GO_BP	GO:0009173	pyrimidine ribonucleoside monophosphate metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009174	pyrimidine ribonucleoside monophosphate biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009176	pyrimidine deoxyribonucleoside monophosphate metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009178	pyrimidine deoxyribonucleoside monophosphate catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009179	purine ribonucleoside diphosphate metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009181	purine ribonucleoside diphosphate catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009185	ribonucleoside diphosphate metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009187	cyclic nucleotide metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009188	ribonucleoside diphosphate biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009190	cyclic nucleotide biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009191	ribonucleoside diphosphate catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009200	deoxyribonucleoside triphosphate metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009205	purine ribonucleoside triphosphate metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009208	pyrimidine ribonucleoside triphosphate metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009209	pyrimidine ribonucleoside triphosphate biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009214	cyclic nucleotide catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009218	pyrimidine ribonucleotide metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009219	pyrimidine deoxyribonucleotide metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009220	pyrimidine ribonucleotide biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009221	pyrimidine deoxyribonucleotide biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009222	pyrimidine ribonucleotide catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009223	pyrimidine deoxyribonucleotide catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009225	nucleotide-sugar metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009226	nucleotide-sugar biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009247	glycolipid biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009250	glucan biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009251	glucan catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009259	ribonucleotide metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009260	ribonucleotide biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009261	ribonucleotide catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009265	2'-deoxyribonucleotide biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009266	response to temperature stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0009267	cellular response to starvation	Neither	NO	NO	NA	NO
GO_BP	GO:0009268	response to pH	Neither	NO	NO	NA	NO
GO_BP	GO:0009299	mRNA transcription	Neither	NO	NO	NA	NO
GO_BP	GO:0009301	snRNA transcription	Neither	NO	NO	NA	NO
GO_BP	GO:0009303	rRNA transcription	Neither	NO	NO	NA	NO
GO_BP	GO:0009304	tRNA transcription	Neither	NO	NO	NA	NO
GO_BP	GO:0009306	protein secretion	Neither	NO	NO	NA	NO
GO_BP	GO:0009308	amine metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009309	amine biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009310	amine catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009311	oligosaccharide metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009312	oligosaccharide biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009313	oligosaccharide catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009314	response to radiation	Neither	NO	NO	NA	NO
GO_BP	GO:0009394	2'-deoxyribonucleotide metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009395	phospholipid catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009396	folic acid-containing compound biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009404	toxin metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009408	response to heat	Neither	NO	NO	NA	NO
GO_BP	GO:0009409	response to cold	Neither	NO	NO	NA	NO
GO_BP	GO:0009410	response to xenobiotic stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0009411	response to UV	Neither	NO	NO	NA	NO
GO_BP	GO:0009415	response to water	Neither	NO	NO	NA	NO
GO_BP	GO:0009416	response to light stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0009435	NAD+ biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009437	carnitine metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0009451	RNA modification	Neither	NO	NO	NA	NO
GO_BP	GO:0009566	fertilization	Neither	NO	NO	NA	NO
GO_BP	GO:0009581	detection of external stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0009582	detection of abiotic stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0009583	detection of light stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0009584	detection of visible light	Neither	NO	NO	NA	NO
GO_BP	GO:0009593	detection of chemical stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0009595	detection of biotic stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0009611	response to wounding	Neither	NO	NO	NA	NO
