R	any_false_tier1_n	any_false_tier1_rate	MC_CI_low	MC_CI_high	MC_CI_halfwidth	mean_false_tier1_n	mean_false_tier1_MC95_low	mean_false_tier1_MC95_high
1000	906	0.906	0.8863268456834931	0.9225658264262363	0.018119490371371616	14.408	13.822417335968932	14.993582664031067
