stage	stage_scope	database	family_n	pathway_id	pathway_name	P	q_BH	q_BY	BH_class	BY_class	classification_changed
MDV2	FROZEN_PRIMARY_PASS_SUBSET	GO_BP	5450	GO:0000727	double-strand break repair via break-induced replication	0.014705634443011	0.0448493048205988	0.4117470392168929	PRIMARY_PASS	LOST_UNDER_BY	YES
MDV2	FROZEN_PRIMARY_PASS_SUBSET	GO_BP	5450	GO:0009123	nucleoside monophosphate metabolic process	0.0129524342189905	0.0395910075678622	0.3634723037712229	PRIMARY_PASS	LOST_UNDER_BY	YES
MDV2	FROZEN_PRIMARY_PASS_SUBSET	GO_BP	5450	GO:0009126	purine nucleoside monophosphate metabolic process	0.010832757052413	0.0331304859347086	0.3041603330530966	PRIMARY_PASS	LOST_UNDER_BY	YES
MDV2	FROZEN_PRIMARY_PASS_SUBSET	GO_BP	5450	GO:0009167	purine ribonucleoside monophosphate metabolic process	0.010832757052413	0.0331304859347086	0.3041603330530966	PRIMARY_PASS	LOST_UNDER_BY	YES
MDV2	FROZEN_PRIMARY_PASS_SUBSET	GO_BP	5450	GO:0045815	transcription initiation-coupled chromatin remodeling	0.0160157349588806	0.0487629919139101	0.4476773413595512	PRIMARY_PASS	LOST_UNDER_BY	YES
MDV2	FROZEN_PRIMARY_PASS_SUBSET	GO_BP	5450	GO:0050856	regulation of T cell receptor signaling pathway	0.0161794072575252	0.0492338188461823	0.45199985195636233	PRIMARY_PASS	LOST_UNDER_BY	YES
MDV2	FROZEN_PRIMARY_PASS_SUBSET	GO_BP	5450	GO:0141137	positive regulation of gene expression, epigenetic	0.0160157349588806	0.0487629919139101	0.4476773413595512	PRIMARY_PASS	LOST_UNDER_BY	YES
MDV2	FROZEN_PRIMARY_PASS_SUBSET	GO_BP	5450	GO:1902969	mitotic DNA replication	0.0155009879110586	0.0472485369772201	0.43377361779674767	PRIMARY_PASS	LOST_UNDER_BY	YES
MDV2	FROZEN_PRIMARY_PASS_SUBSET	GO_BP	5450	GO:2000779	regulation of double-strand break repair	0.0141432623756645	0.0432067152171366	0.39666695250028944	PRIMARY_PASS	LOST_UNDER_BY	YES
MDV2	FROZEN_PRIMARY_PASS_SUBSET	GO_BP	5450	GO:2000781	positive regulation of double-strand break repair	0.0102169561128783	0.031317441403367	0.28751535448019755	PRIMARY_PASS	LOST_UNDER_BY	YES
MDV2	FROZEN_PRIMARY_PASS_SUBSET	GO_BP	5450	GO:2001032	regulation of double-strand break repair via nonhomologous end joining	0.0103340140282068	0.0316406609290603	0.2904827289635626	PRIMARY_PASS	LOST_UNDER_BY	YES
MDV2	FROZEN_PRIMARY_PASS_SUBSET	GO_BP	5450	GO:2001034	positive regulation of double-strand break repair via nonhomologous end joining	0.0103340140282068	0.0316406609290603	0.2904827289635626	PRIMARY_PASS	LOST_UNDER_BY	YES
MDV2	FROZEN_PRIMARY_PASS_SUBSET	Reactome	1221	R-HSA-176187	Activation of ATR in response to replication stress	0.014705634443011	0.0490589608057826	0.37702059536760374	PRIMARY_PASS	LOST_UNDER_BY	YES
MDV2	FROZEN_PRIMARY_PASS_SUBSET	Reactome	1221	R-HSA-176974	Unwinding of DNA	0.014705634443011	0.0490589608057826	0.37702059536760374	PRIMARY_PASS	LOST_UNDER_BY	YES
MDV2	FROZEN_PRIMARY_PASS_SUBSET	Reactome	1221	R-HSA-68867	Assembly of the pre-replicative complex	0.0044748972109577	0.0150935068911035	0.11599436394091174	PRIMARY_PASS	LOST_UNDER_BY	YES
MDV2	FROZEN_PRIMARY_PASS_SUBSET	Reactome	1221	R-HSA-68949	Orc1 removal from chromatin	0.0044748972109577	0.0150935068911035	0.11599436394091174	PRIMARY_PASS	LOST_UNDER_BY	YES
MDV2	FROZEN_PRIMARY_PASS_SUBSET	Reactome	1221	R-HSA-8948751	Regulation of PTEN stability and activity	0.0140216359547535	0.0470341140130606	0.3614595453416471	PRIMARY_PASS	LOST_UNDER_BY	YES
MDV2	FROZEN_PRIMARY_PASS_SUBSET	Reactome	1221	R-HSA-9772755	Formation of WDR5-containing histone-modifying complexes	0.0092981406149415	0.0312755638866217	0.24035429049695173	PRIMARY_PASS	LOST_UNDER_BY	YES
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000012	single strand break repair	0.153067225068686	0.5488265635686439	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000018	regulation of DNA recombination	0.159861741910927	0.5589371547909766	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000022	mitotic spindle elongation	0.0736356034939916	0.4639185526197632	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000027	ribosomal large subunit assembly	0.0635437685273844	0.4520307882166933	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000028	ribosomal small subunit assembly	7.29814211612179e-05	0.0075046933080875015	0.06889817494822435	SIGNIFICANT	NOT_SIGNIFICANT	YES
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000038	very long-chain fatty acid metabolic process	0.175251895623889	0.5706170403978683	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000041	transition metal ion transport	0.570150831459118	0.7678087549918935	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000045	autophagosome assembly	0.0139034979171349	0.2282351314710398	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000050	urea cycle	0.142952900661633	0.5395383023586564	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000054	ribosomal subunit export from nucleus	0.0649623162191406	0.4523120460513066	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000070	mitotic sister chromatid segregation	0.933438619079357	0.9699983330593643	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000075	cell cycle checkpoint signaling	0.289913286584902	0.6218132278188572	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000076	DNA replication checkpoint signaling	0.149691784253283	0.5471855947567956	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000077	DNA damage checkpoint signaling	0.119288094981133	0.5140833725201275	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	0.262540450261202	0.6179079517928544	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000082	G1/S transition of mitotic cell cycle	0.489282300545863	0.7279793988465612	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000086	G2/M transition of mitotic cell cycle	0.422907156999413	0.6915223539294332	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000096	sulfur amino acid metabolic process	0.16299756802227	0.5622384466590958	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000097	sulfur amino acid biosynthetic process	0.0479058024146836	0.41245912031599624	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000098	sulfur amino acid catabolic process	0.0146717470388529	0.23312251125874142	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000101	sulfur amino acid transport	0.118503015343535	0.5140833725201275	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000132	establishment of mitotic spindle orientation	0.444656118546345	0.703447270269254	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000154	rRNA modification	0.0676259328605117	0.452574031127585	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000165	MAPK cascade	0.749855843060162	0.8767891750006185	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	0.177156032254035	0.5715950170686006	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000209	protein polyubiquitination	0.811568430421729	0.9089791112204039	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000212	meiotic spindle organization	0.000457757244267675	0.02207767240052061	0.20268800776460963	SIGNIFICANT	NOT_SIGNIFICANT	YES
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000244	spliceosomal tri-snRNP complex assembly	0.115781926654715	0.5130060110618888	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000245	spliceosomal complex assembly	0.27710206060238	0.6188849075887141	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000266	mitochondrial fission	0.505222307526637	0.7345452999641693	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000271	polysaccharide biosynthetic process	0.111083714245076	0.5077609737586194	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000272	polysaccharide catabolic process	0.0992497737797774	0.4985902960613819	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000280	nuclear division	0.0142411650964524	0.23208196072495138	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000281	mitotic cytokinesis	0.840598785946412	0.9262562441180642	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	0.272396479174336	0.6182023483791416	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	0.137820393090211	0.5323447883493436	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	0.0679587719477898	0.4527815490408979	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000301	retrograde transport, vesicle recycling within Golgi	0.0149724169932556	0.23460495844000895	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000302	response to reactive oxygen species	0.455628292875955	0.7076945391098863	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000303	response to superoxide	0.211548028055159	0.5986172133440376	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000305	response to oxygen radical	0.212795145705853	0.600276161540838	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000338	protein deneddylation	0.0111616977108678	0.2022821007134367	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000375	RNA splicing, via transesterification reactions	0.749130784937065	0.8764703459511868	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	0.742707228242607	0.87202480839028	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000380	alternative mRNA splicing, via spliceosome	0.106205607094749	0.5054256813333988	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000381	regulation of alternative mRNA splicing, via spliceosome	0.30125565967568	0.6287255460972955	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000387	spliceosomal snRNP assembly	0.202607856837227	0.5882859988081445	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000388	spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)	0.0919470786805021	0.4860442083498899	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000393	spliceosomal conformational changes to generate catalytic conformation	0.100630021367858	0.5019009763426467	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation	0.0291008804186954	0.3210522232426922	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000398	mRNA splicing, via spliceosome	0.742707228242607	0.87202480839028	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000422	autophagy of mitochondrion	0.0278706525348582	0.3164880834254127	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000423	mitophagy	0.0187315920242944	0.2704323413409642	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000425	pexophagy	0.231546969080826	0.6125878550924765	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.015823759631405	0.24224575840212711	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000460	maturation of 5.8S rRNA	0.00026598639372537	0.016287930851722098	0.1495342532062132	SIGNIFICANT	NOT_SIGNIFICANT	YES
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.0664389876849364	0.452574031127585	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.0299384885208933	0.3281205229273184	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.0908809287994721	0.4822795150507526	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000467	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.0343970897620882	0.3500956225876834	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000470	maturation of LSU-rRNA	0.04399693906464	0.3961630489223335	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000479	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.0427951790215874	0.3914865659334044	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000491	small nucleolar ribonucleoprotein complex assembly	0.0257775164919699	0.3064590634467417	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000578	embryonic axis specification	0.355450285300199	0.654972960777878	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000712	resolution of meiotic recombination intermediates	2.30767528108617e-05	0.004491725100685581	0.041237083129414605	SIGNIFICANT	SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000722	telomere maintenance via recombination	0.000207132883771005	0.013995786755637942	0.12849081565915754	SIGNIFICANT	NOT_SIGNIFICANT	YES
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000723	telomere maintenance	0.0025757526958514	0.0727349854527986	0.6677565020789045	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000724	double-strand break repair via homologous recombination	2.20718318844198e-05	0.004455240139632886	0.04090212643946183	SIGNIFICANT	SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000725	recombinational repair	2.69960215941126e-05	0.004904277256263789	0.04502459174880922	SIGNIFICANT	SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000727	double-strand break repair via break-induced replication	4.32874919107125e-07	0.00032808882311672607	0.0030120779365218086	SIGNIFICANT	SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000729	DNA double-strand break processing	0.301469845735076	0.6287255460972955	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000730	DNA recombinase assembly	6.52766378097687e-05	0.007406347293632453	0.06799529182812637	SIGNIFICANT	NOT_SIGNIFICANT	YES
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000731	DNA synthesis involved in DNA repair	0.174332084966303	0.5706170403978683	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000768	syncytium formation by cell-cell fusion	0.275071878300307	0.6188849075887141	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000819	sister chromatid segregation	0.238712045501349	0.6127713728539408	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000902	cell morphogenesis	0.871889023974746	0.9422556376486945	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000910	cytokinesis	0.917824463069013	0.9628764819492052	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000956	nuclear-transcribed mRNA catabolic process	0.663643985483113	0.8267107933446779	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000959	mitochondrial RNA metabolic process	0.165755488226753	0.5634127846259381	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000963	mitochondrial RNA processing	0.063841973653522	0.4520307882166933	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0000966	RNA 5'-end processing	0.110846946872008	0.5076603869348265	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001101	response to acid chemical	0.784279512501776	0.8978056899102278	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001325	formation of extrachromosomal circular DNA	0.134268350206799	0.529237597262007	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001408	guanine nucleotide transport	0.0984773161670759	0.49832996574796995	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001501	skeletal system development	0.276452849054926	0.6188849075887141	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001503	ossification	0.671241238201368	0.8312578318715204	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001504	neurotransmitter uptake	0.248742273140157	0.614816236554251	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001508	action potential	0.835375665471532	0.9227396385934027	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001510	RNA methylation	0.211472310324962	0.5986172133440376	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001516	prostaglandin biosynthetic process	0.149044713321924	0.546787640523288	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001522	pseudouridine synthesis	0.0208933800718386	0.2825531548176684	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001523	retinoid metabolic process	0.525721437264185	0.7447605013504205	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001525	angiogenesis	0.487418190802982	0.726642417906776	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001539	cilium or flagellum-dependent cell motility	0.905448136144547	0.9559651960456763	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001541	ovarian follicle development	0.545047210477611	0.7550607944740668	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001556	oocyte maturation	0.246030053417986	0.614816236554251	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001558	regulation of cell growth	0.264537969696978	0.6182023483791416	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001562	response to protozoan	0.104094876376868	0.5038339931207199	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001568	blood vessel development	0.756582475046966	0.8806202230951011	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001569	branching involved in blood vessel morphogenesis	0.372860532484355	0.6612723403969198	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001570	vasculogenesis	0.737402357173539	0.8684289611901802	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001573	ganglioside metabolic process	0.161372825952407	0.5614623219437588	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001574	ganglioside biosynthetic process	0.101658703669469	0.5029485939907713	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001578	microtubule bundle formation	0.659151024318249	0.8247564380942524	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001580	detection of chemical stimulus involved in sensory perception of bitter taste	0.0533125998150289	0.4300572901837135	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001649	osteoblast differentiation	0.957322997111887	0.9807162282443203	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001654	eye development	0.647231462326594	0.8169086312366691	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001655	urogenital system development	0.477890143779783	0.7175994489099442	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001656	metanephros development	0.852481927737508	0.9340624258482948	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001657	ureteric bud development	0.9635906417014	0.9831495903037036	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001658	branching involved in ureteric bud morphogenesis	0.442277128488194	0.7026644301442376	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001659	temperature homeostasis	0.613720087994043	0.7982265408724719	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001666	response to hypoxia	0.972329997747775	0.9871830267744734	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001667	ameboidal-type cell migration	0.959626103345371	0.981660855238853	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001675	acrosome assembly	0.000193062354485181	0.01366480301226281	0.12545216039105977	SIGNIFICANT	NOT_SIGNIFICANT	YES
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001676	long-chain fatty acid metabolic process	0.604050988372782	0.7916577707228849	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001678	intracellular glucose homeostasis	0.82123699667481	0.9160291142134409	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
MDV3	FULL_UNIVERSE	GO_BP	5450	GO:0001682	tRNA 5'-leader removal	0.00765571426053734	0.15606041567920007	1.0	NOT_SIGNIFICANT	NOT_SIGNIFICANT	NO
