stage	source	pathway_id	pathway_name	R	positive_n	positive_prop	interpretation
MDV3	Reactome	R-HSA-380320	Recruitment of NuMA to mitotic centrosomes	1000	23	0.023	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-380972	Energy dependent regulation of mTOR by LKB1-AMPK	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-380994	ATF4 activates genes in response to endoplasmic reticulum  stress	1000	54	0.054	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-381038	XBP1(S) activates chaperone genes	1000	64	0.064	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-381183	ATF6 (ATF6-alpha) activates chaperone genes	1000	19	0.019	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-381340	Transcriptional regulation of white adipocyte differentiation	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	1000	15	0.015	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-381753	Olfactory Signaling Pathway	1000	43	0.043	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-381771	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	1000	32	0.032	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-382556	ABC-family protein mediated transport	1000	12	0.012	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-383280	Nuclear Receptor transcription pathway	1000	17	0.017	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-388844	Receptor-type tyrosine-protein phosphatases	1000	25	0.025	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-389356	Co-stimulation by CD28	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-389357	CD28 dependent PI3K/Akt signaling	1000	11	0.011	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-389359	CD28 dependent Vav1 pathway	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-389513	Co-inhibition by CTLA4	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-389661	Glyoxylate metabolism and glycine degradation	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-3899300	SUMOylation of transcription cofactors	1000	9	0.009	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-389948	Co-inhibition by PD-1	1000	56	0.056	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-389957	Prefoldin mediated transfer of substrate  to CCT/TriC	1000	51	0.051	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-389960	Formation of tubulin folding intermediates by CCT/TriC	1000	46	0.046	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-389977	Post-chaperonin tubulin folding pathway	1000	35	0.035	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-390247	Beta-oxidation of very long chain fatty acids	1000	20	0.02	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-390450	Folding of actin by CCT/TriC	1000	33	0.033	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-390471	Association of TriC/CCT with target proteins during biosynthesis	1000	26	0.026	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-390522	Striated Muscle Contraction	1000	14	0.014	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-390666	Serotonin receptors	1000	37	0.037	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-391160	Signal regulatory protein family interactions	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-392170	ADP signalling through P2Y purinoceptor 12	1000	69	0.069	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-392451	G beta:gamma signalling through PI3Kgamma	1000	16	0.016	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-392517	Rap1 signalling	1000	14	0.014	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-392851	Prostacyclin signalling through prostacyclin receptor	1000	33	0.033	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-3928662	EPHB-mediated forward signaling	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-3928663	EPHA-mediated growth cone collapse	1000	10	0.01	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-3928664	Ephrin signaling	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-3928665	EPH-ephrin mediated repulsion of cells	1000	20	0.02	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-399719	Trafficking of AMPA receptors	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-399954	Sema3A PAK dependent Axon repulsion	1000	10	0.01	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-399956	CRMPs in Sema3A signaling	1000	11	0.011	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-399997	Acetylcholine regulates insulin secretion	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-400042	Adrenaline,noradrenaline inhibits insulin secretion	1000	9	0.009	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-400206	Regulation of lipid metabolism by PPARalpha	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-400511	Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	1000	19	0.019	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-4085001	Sialic acid metabolism	1000	41	0.041	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-4085377	SUMOylation of SUMOylation proteins	1000	29	0.029	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-4086398	Ca2+ pathway	1000	15	0.015	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-4086400	PCP/CE pathway	1000	39	0.039	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-4090294	SUMOylation of intracellular receptors	1000	23	0.023	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-416476	G alpha (q) signalling events	1000	20	0.02	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-416482	G alpha (12/13) signalling events	1000	21	0.021	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-416700	Other semaphorin interactions	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-416993	Trafficking of GluR2-containing AMPA receptors	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-417957	P2Y receptors	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-418217	G beta:gamma signalling through PLC beta	1000	35	0.035	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-418359	Reduction of cytosolic Ca++ levels	1000	9	0.009	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-418457	cGMP effects	1000	25	0.025	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-418555	G alpha (s) signalling events	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-418592	ADP signalling through P2Y purinoceptor 1	1000	12	0.012	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-418594	G alpha (i) signalling events	1000	14	0.014	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-418597	G alpha (z) signalling events	1000	19	0.019	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-418885	DCC mediated attractive signaling	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-418889	Caspase activation via Dependence Receptors in the absence of ligand	1000	39	0.039	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-418890	Role of second messengers in netrin-1 signaling	1000	48	0.048	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-418990	Adherens junctions interactions	1000	30	0.03	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-419037	NCAM1 interactions	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-419408	Lysosphingolipid and LPA receptors	1000	12	0.012	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-419812	Calcitonin-like ligand receptors	1000	28	0.028	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-420029	Tight junction interactions	1000	26	0.026	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-420092	Glucagon-type ligand receptors	1000	41	0.041	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-420499	Class C/3 (Metabotropic glutamate/pheromone receptors)	1000	53	0.053	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-422085	Synthesis, secretion, and deacylation of Ghrelin	1000	23	0.023	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-422356	Regulation of insulin secretion	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-425381	Bicarbonate transporters	1000	31	0.031	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-425561	Sodium/Calcium exchangers	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-427359	SIRT1 negatively regulates rRNA expression	1000	38	0.038	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-427389	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	1000	37	0.037	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-427413	NoRC negatively regulates rRNA expression	1000	15	0.015	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-428540	Activation of RAC1	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-428542	Regulation of commissural axon pathfinding by SLIT and ROBO	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-428930	Thromboxane signalling through TP receptor	1000	50	0.05	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-429947	Deadenylation of mRNA	1000	79	0.079	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-429958	mRNA decay by 3' to 5' exoribonuclease	1000	20	0.02	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-430039	mRNA decay by 5' to 3' exoribonuclease	1000	31	0.031	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-430116	GP1b-IX-V activation signalling	1000	44	0.044	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins	1000	16	0.016	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-432047	Passive transport by Aquaporins	1000	22	0.022	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-432142	Platelet sensitization by LDL	1000	35	0.035	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-432720	Lysosome Vesicle Biogenesis	1000	10	0.01	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-432722	Golgi Associated Vesicle Biogenesis	1000	10	0.01	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-437239	Recycling pathway of L1	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-438066	Unblocking of NMDA receptors, glutamate binding and activation	1000	7	0.007	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-4419969	Depolymerization of the Nuclear Lamina	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-4420097	VEGFA-VEGFR2 Pathway	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-4420332	Defective B3GALT6 causes EDSP2 and SEMDJL1	1000	57	0.057	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-442380	Zinc influx into cells by the SLC39 gene family	1000	22	0.022	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-442660	SLC-mediated transport of neurotransmitters	1000	32	0.032	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-442720	CREB1 phosphorylation through the activation of Adenylate Cyclase	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-442982	Ras activation upon Ca2+ influx through NMDA receptor	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-445095	Interaction between L1 and Ankyrins	1000	15	0.015	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-445144	Signal transduction by L1	1000	7	0.007	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-445355	Smooth Muscle Contraction	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-445989	TAK1-dependent IKK and NF-kappa-B activation	1000	10	0.01	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-446107	Type I hemidesmosome assembly	1000	27	0.027	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-446193	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	1000	52	0.052	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-446203	Asparagine N-linked glycosylation	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-446353	Cell-extracellular matrix interactions	1000	78	0.078	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-449836	Other interleukin signaling	1000	73	0.073	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-450302	activated TAK1 mediates p38 MAPK activation	1000	10	0.01	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	1000	12	0.012	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-450341	Activation of the AP-1 family of transcription factors	1000	29	0.029	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-450385	Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	1000	65	0.065	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-450408	AUF1 (hnRNP D0) binds and destabilizes mRNA	1000	11	0.011	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-450513	Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA	1000	33	0.033	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-450604	KSRP (KHSRP) binds and destabilizes mRNA	1000	78	0.078	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-451308	Activation of Ca-permeable Kainate Receptor	1000	23	0.023	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-452723	Transcriptional regulation of pluripotent stem cells	1000	9	0.009	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-4551638	SUMOylation of chromatin organization proteins	1000	30	0.03	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-456926	Thrombin signalling through proteinase activated receptors (PARs)	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-4570464	SUMOylation of RNA binding proteins	1000	28	0.028	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-4608870	Asymmetric localization of PCP proteins	1000	14	0.014	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-4615885	SUMOylation of DNA replication proteins	1000	23	0.023	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-4641257	Degradation of AXIN	1000	9	0.009	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-4641258	Degradation of DVL	1000	9	0.009	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-4641263	Regulation of FZD by ubiquitination	1000	7	0.007	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-4641265	Repression of WNT target genes	1000	51	0.051	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-4655427	SUMOylation of DNA methylation proteins	1000	37	0.037	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-4755510	SUMOylation of immune response proteins	1000	49	0.049	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-499943	Interconversion of nucleotide di- and triphosphates	1000	37	0.037	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-500657	Presynaptic function of Kainate receptors	1000	35	0.035	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5083625	Defective GALNT3 causes HFTC	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5083632	Defective C1GALT1C1 causes TNPS	1000	7	0.007	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5083635	Defective B3GALTL causes PpS	1000	53	0.053	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5083636	Defective GALNT12 causes CRCS1	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5099900	WNT5A-dependent internalization of FZD4	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	1000	7	0.007	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5140745	WNT5A-dependent internalization of FZD2, FZD5 and ROR2	1000	62	0.062	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5173214	O-glycosylation of TSR domain-containing proteins	1000	53	0.053	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5205685	PINK1-PRKN Mediated Mitophagy	1000	9	0.009	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5210891	Uptake and function of anthrax toxins	1000	45	0.045	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5213460	RIPK1-mediated regulated necrosis	1000	28	0.028	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5218900	CASP8 activity is inhibited	1000	10	0.01	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5218920	VEGFR2 mediated vascular permeability	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5218921	VEGFR2 mediated cell proliferation	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5223345	Miscellaneous transport and binding events	1000	36	0.036	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5250924	B-WICH complex positively regulates rRNA expression	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-525793	Myogenesis	1000	7	0.007	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-532668	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5334118	DNA methylation	1000	14	0.014	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5339716	Signaling by GSK3beta mutants	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5357786	TNFR1-induced proapoptotic signaling	1000	35	0.035	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5357905	Regulation of TNFR1 signaling	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5357956	TNFR1-induced NF-kappa-B signaling pathway	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5358346	Hedgehog ligand biogenesis	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5358565	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	1000	21	0.021	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5358606	Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	1000	27	0.027	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5358747	CTNNB1 S33 mutants aren't phosphorylated	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5358749	CTNNB1 S37 mutants aren't phosphorylated	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5358751	CTNNB1 S45 mutants aren't phosphorylated	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5358752	CTNNB1 T41 mutants aren't phosphorylated	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5362517	Signaling by Retinoic Acid	1000	26	0.026	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5362768	Hh mutants are degraded by ERAD	1000	12	0.012	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5365859	RA biosynthesis pathway	1000	54	0.054	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5368286	Mitochondrial translation initiation	1000	77	0.077	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5389840	Mitochondrial translation elongation	1000	77	0.077	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5419276	Mitochondrial translation termination	1000	67	0.067	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5423646	Aflatoxin activation and detoxification	1000	30	0.03	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5467337	APC truncation mutants have impaired AXIN binding	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5467340	AXIN missense mutants destabilize the destruction complex	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5467348	Truncations of AMER1 destabilize the destruction complex	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-549127	SLC-mediated transport of organic cations	1000	29	0.029	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5576886	Phase 4 - resting membrane potential	1000	14	0.014	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5576892	Phase 0 - rapid depolarisation	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5576893	Phase 2 - plateau phase	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5578749	Transcriptional regulation by small RNAs	1000	23	0.023	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5578768	Physiological factors	1000	24	0.024	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5578775	Ion homeostasis	1000	7	0.007	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5601884	PIWI-interacting RNA (piRNA) biogenesis	1000	30	0.03	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5602498	MyD88 deficiency (TLR2/4)	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5603041	IRAK4 deficiency (TLR2/4)	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5607761	Dectin-1 mediated noncanonical NF-kB signaling	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5607763	CLEC7A (Dectin-1) induces NFAT activation	1000	31	0.031	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	Reactome	R-HSA-5607764	CLEC7A (Dectin-1) signaling	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
