source	pathway_id	pathway_name	global_pathway_size	outcome_n	outcome_pathway_n	nonoutcome_pathway_n	beta_pathway	SE	logCI95L	logCI95U	OR_Firth	CI95L	CI95U	P_Firth	fit_status	converged	solver_attempt	solver_type	iterations	prob01_warning	warning	legacy_beta_pathway	legacy_SE	legacy_P_Firth	legacy_q_Firth	legacy_OR_Firth	legacy_solver_attempt	legacy_solver_type	legacy_converged	legacy_prob01_warning	legacy_enriched_flag	legacy_depleted_flag	replay_q_Firth	replay_enriched_flag	replay_depleted_flag	abs_beta_diff	abs_SE_diff	abs_log10p_diff	abs_q_diff	solver_attempt_match	solver_type_match	converged_match	prob01_match	enriched_match	depleted_match	replay_PASS	i.pathway_name	i.global_pathway_size	CoreSeed_n	nonCoreSeed_n	CoreSeed_pathway_n	nonCoreSeed_pathway_n	i.beta_pathway	i.SE	i.logCI95L	i.logCI95U	i.OR_Firth	i.CI95L	i.CI95U	i.P_Firth	i.fit_status	i.converged	i.solver_attempt	i.solver_type	i.iterations	i.prob01_warning	i.warning	q_Firth	enriched_flag	depleted_flag	mdv2_short_id	mdv2_descriptive_family	mdv2_representative_role	mdv2_primary_reporting_flag	cert_PASS
GO_BP	GO:0050995	negative regulation of lipid catabolic process	28	25	0	28	1.23684356978435	1.47178371665808	-1.64779950789799	4.12148664746668	3.44472325813914	0.192472978237828	61.6508272163923	0.400700702393098	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	1.23684356978435	1.47178371665808	0.400700702393097	0.674984190394885	3.44472325813914	A_ASMEAN_RA05	AS_mean	TRUE	FALSE	FALSE	FALSE	0.674984190394885	FALSE	FALSE	3.33066907387547e-15	3.33066907387547e-15	8.32667268468867e-16	4.44089209850063e-16	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	negative regulation of lipid catabolic process	28	25	19242	0	28	1.23684356978435	1.47178371665808	-1.64779950789798	4.12148664746668	3.44472325813914	0.192472978237828	61.6508272163922	0.400700702393097	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE		0.674984190394885	FALSE	FALSE				FALSE	TRUE
GO_BP	GO:0060623	regulation of chromosome condensation	10	25	0	10	2.32508507251145	1.67658637142668	-0.960963832455541	5.61113397747844	10.2275501321577	0.382524019176065	273.454153104181	0.165503649900502	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	2.32508507251145	1.67658637142668	0.165503649900503	0.552280785241767	10.2275501321576	A_ASMEAN_RA05	AS_mean	TRUE	FALSE	FALSE	FALSE	0.552280785241767	FALSE	FALSE	0	2.66453525910038e-15	2.77555756156289e-15	3.33066907387547e-16	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	regulation of chromosome condensation	10	25	19242	0	10	2.32508507251145	1.67658637142668	-0.960963832455547	5.61113397747844	10.2275501321576	0.382524019176063	273.454153104181	0.165503649900503	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE		0.552280785241767	FALSE	FALSE				FALSE	TRUE
GO_BP	GO:0071639	positive regulation of monocyte chemotactic protein-1 production	12	25	0	12	1.37991273731165	1.57954937657339	-1.71594715257488	4.47577262719819	3.97455478202638	0.179793348308721	87.8624591172515	0.382329779539016	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	1.37991273731165	1.57954937657339	0.382329779539016	0.664978772589656	3.97455478202638	A_ASMEAN_RA05	AS_mean	TRUE	FALSE	FALSE	FALSE	0.664978772589655	FALSE	FALSE	3.77475828372553e-15	8.88178419700125e-16	1.11022302462516e-16	7.7715611723761e-16	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	positive regulation of monocyte chemotactic protein-1 production	12	25	19242	0	12	1.37991273731165	1.57954937657339	-1.71594715257488	4.47577262719819	3.97455478202638	0.179793348308721	87.8624591172514	0.382329779539016	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE		0.664978772589656	FALSE	FALSE				FALSE	TRUE
GO_BP	GO:0098900	regulation of action potential	66	25	0	66	-0.0446337225046949	1.4294732659494	-2.84634984062837	2.75708239561898	0.956347706332024	0.0580558476831971	15.7538124393149	0.975090984114699	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	-0.044633722504694	1.4294732659494	0.9750909841147	0.988512995428779	0.956347706332025	A_ASMEAN_RA05	AS_mean	TRUE	FALSE	FALSE	FALSE	0.988512995428778	FALSE	FALSE	8.88178419700125e-16	1.55431223447522e-15	2.98372437868011e-16	8.88178419700125e-16	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	regulation of action potential	66	25	19242	0	66	-0.044633722504694	1.4294732659494	-2.84634984062837	2.75708239561898	0.956347706332025	0.0580558476831972	15.7538124393149	0.9750909841147	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE		0.988512995428779	FALSE	FALSE				FALSE	TRUE
GO_BP	GO:1902036	regulation of hematopoietic stem cell differentiation	16	25	1	15	2.8758382749589	0.984073887577105	0.947088897181452	4.80458765273634	17.7402891302503	2.57819333833836	122.069145763798	0.00347366963015166	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	2.8758382749589	0.984073887577105	0.00347366963015166	0.0913606376562753	17.7402891302503	A_ASMEAN_RA05	AS_mean	TRUE	FALSE	FALSE	FALSE	0.0913606376562757	FALSE	FALSE	3.99680288865056e-15	3.33066907387547e-16	4.44089209850063e-16	4.16333634234434e-16	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	regulation of hematopoietic stem cell differentiation	16	25	19242	1	15	2.8758382749589	0.984073887577105	0.947088897181451	4.80458765273634	17.7402891302503	2.57819333833835	122.069145763798	0.00347366963015166	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE		0.0913606376562753	FALSE	FALSE				FALSE	TRUE
GO_BP	GO:1990266	neutrophil migration	53	25	1	52	1.9265892751912	0.875668844261636	0.210309878054578	3.64286867232782	6.86605204554628	1.23406040895166	38.2012666075222	0.0277973505044542	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	1.9265892751912	0.875668844261636	0.0277973505044543	0.311079179156624	6.86605204554627	A_ASMEAN_RA05	AS_mean	TRUE	FALSE	FALSE	FALSE	0.311079179156623	FALSE	FALSE	1.77635683940025e-15	3.33066907387547e-16	8.88178419700125e-16	4.9960036108132e-16	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	neutrophil migration	53	25	19242	1	52	1.9265892751912	0.875668844261636	0.210309878054577	3.64286867232782	6.86605204554627	1.23406040895166	38.2012666075222	0.0277973505044543	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE		0.311079179156624	FALSE	FALSE				FALSE	TRUE
Reactome	R-HSA-176408	Regulation of APC/C activators between G1/S and early anaphase	25	25	0	25	1.9861808820222	1.46266197601731	-0.880583912527922	4.85294567657232	7.28764815889954	0.414540785440235	128.117226466656	0.17448843436407	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	1.9861808820222	1.46266197601731	0.17448843436407	0.413690055065106	7.28764815889955	A_ASMEAN_RA05	AS_mean	TRUE	FALSE	FALSE	FALSE	0.413690055065106	FALSE	FALSE	8.88178419700125e-16	3.77475828372553e-15	3.33066907387547e-16	1.11022302462516e-16	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Regulation of APC/C activators between G1/S and early anaphase	25	25	19242	0	25	1.9861808820222	1.46266197601731	-0.880583912527922	4.85294567657232	7.28764815889955	0.414540785440235	128.117226466656	0.17448843436407	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE		0.413690055065106	FALSE	FALSE				FALSE	TRUE
Reactome	R-HSA-446107	Type I hemidesmosome assembly	11	25	0	11	2.92457418815396	1.56807659162224	-0.148799456425954	5.99794783273387	18.6262930648045	0.861741914374881	402.601739045799	0.0621714518292208	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	2.92457418815395	1.56807659162224	0.0621714518292209	0.286159842999889	18.6262930648044	A_ASMEAN_RA05	AS_mean	TRUE	FALSE	FALSE	FALSE	0.286159842999891	FALSE	FALSE	6.21724893790088e-15	6.66133814775094e-16	8.88178419700125e-16	1.94289029309402e-15	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Type I hemidesmosome assembly	11	25	19242	0	11	2.92457418815395	1.56807659162224	-0.148799456425956	5.99794783273386	18.6262930648044	0.861741914374879	402.601739045799	0.0621714518292209	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE		0.286159842999889	FALSE	FALSE				FALSE	TRUE
Reactome	R-HSA-8939902	Regulation of RUNX2 expression and activity	59	25	1	58	1.50059017540443	0.889839549983548	-0.243463294582656	3.24464364539151	4.48433483365309	0.78390824918365	25.6525670207655	0.0917264047804665	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	1.50059017540443	0.889839549983548	0.0917264047804663	0.330219664981991	4.4843348336531	A_ASMEAN_RA05	AS_mean	TRUE	FALSE	FALSE	FALSE	0.330219664981992	FALSE	FALSE	2.22044604925031e-15	3.33066907387547e-16	8.88178419700125e-16	7.21644966006352e-16	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Regulation of RUNX2 expression and activity	59	25	19242	1	58	1.50059017540443	0.889839549983548	-0.243463294582654	3.24464364539151	4.4843348336531	0.783908249183651	25.6525670207655	0.0917264047804663	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE		0.330219664981991	FALSE	FALSE				FALSE	TRUE
Reactome	R-HSA-9981148	Developmental Lineage of Pancreatic Endocrine Mid Progenitor Cells	33	25	0	33	1.48611582754426	1.4407287405236	-1.33766061537375	4.30989227046226	4.41989450228859	0.262458943374975	74.4324699328328	0.30230506408443	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	1.48611582754425	1.4407287405236	0.302305064084431	0.488246670961759	4.41989450228858	A_ASMEAN_RA05	AS_mean	TRUE	FALSE	FALSE	FALSE	0.488246670961759	FALSE	FALSE	5.32907051820075e-15	0	9.99200722162641e-16	4.9960036108132e-16	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Developmental Lineage of Pancreatic Endocrine Mid Progenitor Cells	33	25	19242	0	33	1.48611582754425	1.4407287405236	-1.33766061537375	4.30989227046226	4.41989450228858	0.262458943374975	74.4324699328327	0.302305064084431	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE		0.488246670961759	FALSE	FALSE				FALSE	TRUE
