source	pathway_id	pathway_name	pathway_size	raw26_n	raw26_pathway_n	nonraw26_pathway_n	beta_Firth	SE_Firth	logCI95L	logCI95U	OR_Firth	CI95L	CI95U	P_Firth	q_Firth	fit_status	converged	solver_attempt	solver_type	iterations	prob01_warning	warning	enriched_flag	depleted_flag
GO_BP	GO:0120261	regulation of heterochromatin organization	16	26	1	15	3.50976632615368	0.931357510139219	1.68433914954991	5.33519350275745	33.4404527116836	5.38888850596898	207.512899241413	0.000164269947942316	0.0118007009418297	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	TRUE	FALSE
GO_BP	GO:1990918	double-strand break repair involved in meiotic recombination	12	26	1	11	3.59254900158611	0.953436391360762	1.72384801296918	5.46124999020304	36.3265544573728	5.60605920094283	235.391477585991	0.000164560233317258	0.0118007009418297	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	TRUE	FALSE
GO_BP	GO:0001675	acrosome assembly	29	26	1	28	3.37161012798968	0.904419909205192	1.59897967904652	5.14424057693284	29.1253849215672	4.9479813189418	171.441238790059	0.000193062354485181	0.0136648030122628	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	TRUE	FALSE
GO_BP	GO:0045047	protein targeting to ER	38	26	1	37	3.35644114112468	0.903200886759957	1.58619993227053	5.12668234997884	28.6869163100942	4.88514971179377	168.457307540771	0.000202271629298366	0.0139957867556379	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	TRUE	FALSE
GO_BP	GO:0009168	purine ribonucleoside monophosphate biosynthetic process	19	26	1	18	3.38352930258791	0.911540200220002	1.59694333969628	5.17011526547954	29.474612587994	4.93791580176035	175.935115560825	0.000205724215992084	0.0139957867556379	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	TRUE	FALSE
GO_BP	GO:0000722	telomere maintenance via recombination	14	26	1	13	3.45501001481365	0.931230790928296	1.62983120329944	5.28018882632786	31.6586057357241	5.10301327403071	196.406958655305	0.000207132883771005	0.0139957867556379	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	TRUE	FALSE
GO_BP	GO:0034109	homotypic cell-cell adhesion	54	26	2	52	2.56633899288057	0.691906491210258	1.21022718943898	3.92245079632215	13.0180778183265	3.35424661539755	50.5241174891727	0.000208010775634252	0.0139957867556379	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	TRUE	FALSE
GO_BP	GO:0043299	leukocyte degranulation	34	26	2	32	2.72432431153647	0.736222553163623	1.28135462272964	4.1672940003433	15.2461088258849	3.60151511690431	64.5405688399621	0.000215252547756767	0.0143064193326144	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	TRUE	FALSE
GO_BP	GO:0033152	immunoglobulin V(D)J recombination	10	26	1	9	3.5998013326914	0.977800111176983	1.68334833070526	5.51625433467755	36.5909642931362	5.38355173800725	248.701736894085	0.000231837675746062	0.0149534882841257	PASS	TRUE	A_ASMEAN_RA05	AS_mean	39	FALSE	""	TRUE	FALSE
GO_BP	GO:0035825	homologous recombination	73	26	2	71	2.55223810903604	0.693292729722004	1.19340932803745	3.91106689003463	12.835799577545	3.29830707095686	49.9522170769583	0.00023202206459998	0.0149534882841257	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	TRUE	FALSE
