unit_id	biological_label_placeholder	unit_type	representative_pathway_ids	original_tier1_pathway_ids	HGNC_id	gene	raw26_anchor_flag	membership_count	membership_count_all_tier1	raw26_domain_core_flag	Expanded_flag	Compact_flag	AllTier1_flag	broad_domain_flag	freeze_timestamp	biological_label	primary_expanded_status	compact_status
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5346	ICAM3	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5351	ICOS	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:17087	ICOSLG	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5399	IFI35	0	0	1	0	0	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation		
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5418	IFNA10	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5420	IFNA14	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5421	IFNA16	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5422	IFNA17	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5423	IFNA2	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5424	IFNA21	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5425	IFNA4	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5426	IFNA5	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5427	IFNA6	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5428	IFNA7	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5429	IFNA8	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5434	IFNB1	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:18163	IFNE	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5438	IFNG	0	0	1	0	0	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation		
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5439	IFNGR1	0	0	1	0	0	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation		
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5440	IFNGR2	0	0	1	0	0	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation		
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:21714	IFNK	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5448	IFNW1	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:13176	IKZF1	0	1	2	0	1	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:13178	IKZF3	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5962	IL10	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5964	IL10RA	0	0	1	0	0	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation		
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5966	IL11	0	1	2	0	1	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5967	IL11RA	0	1	2	0	1	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5970	IL12B	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5973	IL13	0	0	1	0	0	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation		
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5977	IL15	0	0	1	0	0	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation		
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5986	IL18	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5988	IL18R1	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5989	IL18RAP	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5992	IL1B	0	0	1	0	0	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation		
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5993	IL1R1	0	0	1	0	0	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation		
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5995	IL1RAP	0	0	1	0	0	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation		
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6001	IL2	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6005	IL21	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6006	IL21R	0	1	2	0	1	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6010	IL2RG	0	1	2	0	1	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:16028	IL33	0	0	1	0	0	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation		
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6014	IL4	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6018	IL6	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6019	IL6R	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6021	IL6ST	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6081	INS	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:21729	IRF2BP2	0	1	2	0	1	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6119	IRF4	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:5358	IRF8	0	1	2	0	1	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6140	ITGA4	0	1	2	0	1	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6148	ITGAL	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6149	ITGAM	0	0	1	0	0	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation		
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6153	ITGB1	0	1	2	0	1	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6155	ITGB2	0	0	1	0	0	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation		
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6171	ITK	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6189	JAG2	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6190	JAK1	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6192	JAK2	0	0	1	0	0	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation		
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6193	JAK3	0	1	2	0	1	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:19084	JAML	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:12313	JMJD1C	0	1	2	0	1	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6215	KARS1	0	0	1	0	0	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation		
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:17016	KAT7	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:14405	KIF13B	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6342	KIT	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:2235	KLF6	0	1	2	0	1	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6374	KLRC1	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:13342	KLRF1	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:37646	KLRF2	0	1	2	0	1	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:18788	KLRK1	0	1	2	0	1	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:7132	KMT2A	1	2	3	1	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:18541	KMT2E	0	0	1	0	0	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation		
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6476	LAG3	0	0	1	0	0	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation		
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:18874	LAT	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:12749	LAT2	0	1	2	0	1	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:26005	LAX1	0	1	2	0	1	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6517	LBP	0	0	1	0	0	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation		
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6524	LCK	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6528	LCP1	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6529	LCP2	0	0	1	0	0	0	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation		
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6551	LEF1	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
M05	GWAS_BLINDED_UNIT_M05	small_module	GO_BP::GO:0042110;GO_BP::GO:0046649	GO_BP::GO:0042110;GO_BP::GO:0045321;GO_BP::GO:0046649	HGNC:6553	LEP	0	2	3	0	1	1	1	0	2026-09-09T09:54:35.492033+00:00	Lymphocyte and T-cell activation	PRIMARY	SENSITIVITY
